order,start_mouse.x,start_mouse.y,start_mouse.leftButton,start_mouse.midButton,start_mouse.rightButton,start_mouse.clicked_name,type_name.started,participant,date,expName,psychopyVersion,frameRate,
A,-0.08333333333333333,-0.7833333333333333,1,0,0,start_cont,,,2022-10-02_02h45.54.254,PD,2022.2.4,59.95121169534463,
,,,,,,,29.865625599981286,,,,,,
