tl_p,tl_o,bl_p,bl_o,tr_p,tr_o,br_p,br_o,practice_intro_loop.thisRepN,practice_intro_loop.thisTrialN,practice_intro_loop.thisN,practice_intro_loop.thisIndex,order,intro_mouse.x,intro_mouse.y,intro_mouse.leftButton,intro_mouse.midButton,intro_mouse.rightButton,intro_mouse.clicked_name,username_resp.keys,name_mouse.x,name_mouse.y,name_mouse.leftButton,name_mouse.midButton,name_mouse.rightButton,name_mouse.clicked_name,selected_avatar,avatar_mouse.x,avatar_mouse.y,avatar_mouse.leftButton,avatar_mouse.midButton,avatar_mouse.rightButton,practice_top_left_3.started,practice_top_right_3.started,practice_bottom_left_3.started,practice_bottom_right_3.started,practice_top_left1_3.started,practice_topleft2_3.started,practice_bottom_left1_3.started,practice_bottom_left2_3.started,practice_top_right1_3.started,practice_top_right2_3.started,practice_bottom_right1_3.started,practice_bottom_right2_3.started,practice_topright_header_3.started,practice_bottomtop_header_3.started,practice_participant_header_3.started,practice_other_header_3.started,practice_avatar_trial_3.started,practice_bottombottom_header_3.started,practice_topleft_header_3.started,practice_example_text_3.started,practice_trial_intro1_cont.started,practice_trial_intro1_mouse.started,practice_top_left_2.started,practice_top_right_2.started,practice_bottom_left_2.started,practice_bottom_right_2.started,practice_top_left1_2.started,practice_topleft2_2.started,practice_bottom_left1_2.started,practice_bottom_left2_2.started,practice_top_right1_2.started,practice_top_right2_2.started,practice_bottom_right1_2.started,practice_bottom_right2_2.started,practice_topright_header_2.started,practice_bottomtop_header_2.started,practice_participant_header_2.started,practice_other_header_2.started,practice_avatar_trial_2.started,practice_bottombottom_header_2.started,practice_topleft_header_2.started,practice_example_text_2.started,practice_trial_intro2_cont.started,practice_trial_intro2_mouse.started,practice_top_left_4.started,practice_top_right_4.started,practice_bottom_left_4.started,practice_bottom_right_4.started,practice_top_left1_4.started,practice_topleft2_4.started,practice_bottom_left1_4.started,practice_bottom_left2_4.started,practice_top_right1_4.started,practice_top_right2_4.started,practice_bottom_right1_4.started,practice_bottom_right2_4.started,practice_topright_header_4.started,practice_bottomtop_header_4.started,practice_participant_header_4.started,practice_other_header_4.started,practice_avatar_trial_4.started,practice_bottombottom_header_4.started,practice_topleft_header_4.started,practice_example_text_4.started,practice_trial_intro1_cont_2.started,practice_trial_intro1_mouse_2.started,practice_top_left_5.started,practice_top_right_5.started,practice_bottom_left_5.started,practice_bottom_right_5.started,practice_top_left1_5.started,practice_topleft2_5.started,practice_bottom_left1_5.started,practice_bottom_left2_5.started,practice_top_right1_5.started,practice_top_right2_5.started,practice_bottom_right1_5.started,practice_bottom_right2_5.started,practice_topright_header_5.started,practice_bottomtop_header_5.started,practice_participant_header_5.started,practice_other_header_5.started,practice_avatar_trial_5.started,practice_bottombottom_header_5.started,practice_topleft_header_5.started,practice_example_text_5.started,practice_trial_intro1_cont_3.started,practice_trial_intro1_mouse_3.started,practice_top_left_6.started,practice_top_right_6.started,practice_bottom_left_6.started,practice_bottom_right_6.started,practice_top_left1_6.started,practice_topleft2_6.started,practice_bottom_left1_6.started,practice_bottom_left2_6.started,practice_top_right1_6.started,practice_top_right2_6.started,practice_bottom_right1_6.started,practice_bottom_right2_6.started,practice_topright_header_6.started,practice_bottomtop_header_6.started,practice_participant_header_6.started,practice_other_header_6.started,practice_avatar_trial_6.started,practice_bottombottom_header_6.started,practice_topleft_header_6.started,practice_example_text_6.started,practice_trial_intro1_cont_4.started,practice_trial_intro1_mouse_4.started,practice_top_left_7.started,practice_top_right_7.started,practice_bottom_left_7.started,practice_bottom_right_7.started,practice_top_left1_7.started,practice_topleft2_7.started,practice_bottom_left1_7.started,practice_bottom_left2_7.started,practice_top_right1_7.started,practice_top_right2_7.started,practice_bottom_right1_7.started,practice_bottom_right2_7.started,practice_topright_header_7.started,practice_bottomtop_header_7.started,practice_participant_header_7.started,practice_other_header_7.started,practice_avatar_trial_7.started,practice_bottombottom_header_7.started,practice_topleft_header_7.started,practice_example_text_7.started,practice_trial_intro1_cont_5.started,practice_trial_intro1_mouse_5.started,practice_top_left_8.started,practice_top_right_8.started,practice_bottom_left_8.started,practice_bottom_right_8.started,practice_top_left1_8.started,practice_topleft2_8.started,practice_bottom_left1_8.started,practice_bottom_left2_8.started,practice_top_right1_8.started,practice_top_right2_8.started,practice_bottom_right1_8.started,practice_bottom_right2_8.started,practice_topright_header_8.started,practice_bottomtop_header_8.started,practice_participant_header_8.started,practice_other_header_8.started,practice_avatar_trial_8.started,practice_bottombottom_header_8.started,practice_topleft_header_8.started,practice_example_text_8.started,practice_trial_intro1_cont_6.started,practice_trial_intro1_mouse_6.started,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,D,-0.0171875,-0.78,1,0,0,continue_intro_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-18_19h21.45.896,PD,2022.2.4,None,
,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-18_19h21.45.896,PD,2022.2.4,None,
,,,,,,,,,,,,,,,,,,,,-0.0203125,-0.78,1,0,0,continue_name_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-18_19h21.45.896,PD,2022.2.4,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,avatar5,-0.0328125,-0.415,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-18_19h21.45.896,PD,2022.2.4,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-18_19h21.45.896,PD,2022.2.4,None,
1,1,0,1.5,1.5,0,0.5,0.5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,17.883704750041943,17.883704750041943,17.883704750041943,17.883704750041943,17.883704750041943,17.883704750041943,17.883704750041943,17.883704750041943,17.883704750041943,17.883704750041943,17.883704750041943,17.883704750041943,17.883704750041943,17.883704750041943,17.883704750041943,17.883704750041943,17.883704750041943,17.883704750041943,17.883704750041943,17.883704750041943,17.883704750041943,0.04471483296947554,18.455065875023138,18.455065875023138,18.455065875023138,18.455065875023138,18.455065875023138,18.455065875023138,18.455065875023138,18.455065875023138,18.455065875023138,18.455065875023138,18.455065875023138,18.455065875023138,18.455065875023138,18.455065875023138,18.455065875023138,18.455065875023138,18.455065875023138,18.455065875023138,18.455065875023138,18.455065875023138,18.455065875023138,0.020194374956190586,18.755751583026722,18.755751583026722,18.755751583026722,18.755751583026722,18.755751583026722,18.755751583026722,18.755751583026722,18.755751583026722,18.755751583026722,18.755751583026722,18.755751583026722,18.755751583026722,18.755751583026722,18.755751583026722,18.755751583026722,18.755751583026722,18.755751583026722,18.755751583026722,18.755751583026722,18.755751583026722,18.755751583026722,0.08452787500573322,18.854763750045095,18.854763750045095,18.854763750045095,18.854763750045095,18.854763750045095,18.854763750045095,18.854763750045095,18.854763750045095,18.854763750045095,18.854763750045095,18.854763750045095,18.854763750045095,18.854763750045095,18.854763750045095,18.854763750045095,18.854763750045095,18.854763750045095,18.854763750045095,18.854763750045095,18.854763750045095,18.854763750045095,0.01864616700913757,19.038592166034505,19.038592166034505,19.038592166034505,19.038592166034505,19.038592166034505,19.038592166034505,19.038592166034505,19.038592166034505,19.038592166034505,19.038592166034505,19.038592166034505,19.038592166034505,19.038592166034505,19.038592166034505,19.038592166034505,19.038592166034505,19.038592166034505,19.038592166034505,19.038592166034505,19.038592166034505,19.038592166034505,0.020497583027463406,19.256727583007887,19.256727583007887,19.256727583007887,19.256727583007887,19.256727583007887,19.256727583007887,19.256727583007887,19.256727583007887,19.256727583007887,19.256727583007887,19.256727583007887,19.256727583007887,19.256727583007887,19.256727583007887,19.256727583007887,19.256727583007887,19.256727583007887,19.256727583007887,19.256727583007887,19.256727583007887,19.256727583007887,0.019094582996331155,19.437940208008513,19.437940208008513,19.437940208008513,19.437940208008513,19.437940208008513,19.437940208008513,19.437940208008513,19.437940208008513,19.437940208008513,19.437940208008513,19.437940208008513,19.437940208008513,19.437940208008513,19.437940208008513,19.437940208008513,19.437940208008513,19.437940208008513,19.437940208008513,19.437940208008513,19.437940208008513,19.437940208008513,0.019792625040281564,,2022-09-18_19h21.45.896,PD,2022.2.4,None,
None,None,None,None,None,None,None,None,0,1,1,1,,,,,,,,,,,,,,,,,,,,,19.65560216602171,19.65560216602171,19.65560216602171,19.65560216602171,19.65560216602171,19.65560216602171,19.65560216602171,19.65560216602171,19.65560216602171,19.65560216602171,19.65560216602171,19.65560216602171,19.65560216602171,19.65560216602171,19.65560216602171,19.65560216602171,19.65560216602171,19.65560216602171,19.65560216602171,19.65560216602171,19.65560216602171,0.019987083040177822,19.854650583001785,19.854650583001785,19.854650583001785,19.854650583001785,19.854650583001785,19.854650583001785,19.854650583001785,19.854650583001785,19.854650583001785,19.854650583001785,19.854650583001785,19.854650583001785,19.854650583001785,19.854650583001785,19.854650583001785,19.854650583001785,19.854650583001785,19.854650583001785,19.854650583001785,19.854650583001785,19.854650583001785,0.01887329202145338,20.054615916043986,20.054615916043986,20.054615916043986,20.054615916043986,20.054615916043986,20.054615916043986,20.054615916043986,20.054615916043986,20.054615916043986,20.054615916043986,20.054615916043986,20.054615916043986,20.054615916043986,20.054615916043986,20.054615916043986,20.054615916043986,20.054615916043986,20.054615916043986,20.054615916043986,20.054615916043986,20.054615916043986,0.018961875000968575,20.21879695804091,20.21879695804091,20.21879695804091,20.21879695804091,20.21879695804091,20.21879695804091,20.21879695804091,20.21879695804091,20.21879695804091,20.21879695804091,20.21879695804091,20.21879695804091,20.21879695804091,20.21879695804091,20.21879695804091,20.21879695804091,20.21879695804091,20.21879695804091,20.21879695804091,20.21879695804091,20.21879695804091,0.01876812503905967,20.418816666002385,20.418816666002385,20.418816666002385,20.418816666002385,20.418816666002385,20.418816666002385,20.418816666002385,20.418816666002385,20.418816666002385,20.418816666002385,20.418816666002385,20.418816666002385,20.418816666002385,20.418816666002385,20.418816666002385,20.418816666002385,20.418816666002385,20.418816666002385,20.418816666002385,20.418816666002385,20.418816666002385,0.019096874981187284,20.60937612503767,20.60937612503767,20.60937612503767,20.60937612503767,20.60937612503767,20.60937612503767,20.60937612503767,20.60937612503767,20.60937612503767,20.60937612503767,20.60937612503767,20.60937612503767,20.60937612503767,20.60937612503767,20.60937612503767,20.60937612503767,20.60937612503767,20.60937612503767,20.60937612503767,20.60937612503767,20.60937612503767,0.018127374991308898,20.82003058301052,20.82003058301052,20.82003058301052,20.82003058301052,20.82003058301052,20.82003058301052,20.82003058301052,20.82003058301052,20.82003058301052,20.82003058301052,20.82003058301052,20.82003058301052,20.82003058301052,20.82003058301052,20.82003058301052,20.82003058301052,20.82003058301052,20.82003058301052,20.82003058301052,20.82003058301052,20.82003058301052,0.019512249971739948,,2022-09-18_19h21.45.896,PD,2022.2.4,None,
None,None,None,None,None,None,None,None,0,2,2,2,,,,,,,,,,,,,,,,,,,,,21.012759166012984,21.012759166012984,21.012759166012984,21.012759166012984,21.012759166012984,21.012759166012984,21.012759166012984,21.012759166012984,21.012759166012984,21.012759166012984,21.012759166012984,21.012759166012984,21.012759166012984,21.012759166012984,21.012759166012984,21.012759166012984,21.012759166012984,21.012759166012984,21.012759166012984,21.012759166012984,21.012759166012984,0.013773999991826713,21.20729858300183,21.20729858300183,21.20729858300183,21.20729858300183,21.20729858300183,21.20729858300183,21.20729858300183,21.20729858300183,21.20729858300183,21.20729858300183,21.20729858300183,21.20729858300183,21.20729858300183,21.20729858300183,21.20729858300183,21.20729858300183,21.20729858300183,21.20729858300183,21.20729858300183,21.20729858300183,21.20729858300183,0.013670667016413063,21.363881375000346,21.363881375000346,21.363881375000346,21.363881375000346,21.363881375000346,21.363881375000346,21.363881375000346,21.363881375000346,21.363881375000346,21.363881375000346,21.363881375000346,21.363881375000346,21.363881375000346,21.363881375000346,21.363881375000346,21.363881375000346,21.363881375000346,21.363881375000346,21.363881375000346,21.363881375000346,21.363881375000346,0.013958916009869426,21.540729375032242,21.540729375032242,21.540729375032242,21.540729375032242,21.540729375032242,21.540729375032242,21.540729375032242,21.540729375032242,21.540729375032242,21.540729375032242,21.540729375032242,21.540729375032242,21.540729375032242,21.540729375032242,21.540729375032242,21.540729375032242,21.540729375032242,21.540729375032242,21.540729375032242,21.540729375032242,21.540729375032242,0.013465249969158322,21.73359541600803,21.73359541600803,21.73359541600803,21.73359541600803,21.73359541600803,21.73359541600803,21.73359541600803,21.73359541600803,21.73359541600803,21.73359541600803,21.73359541600803,21.73359541600803,21.73359541600803,21.73359541600803,21.73359541600803,21.73359541600803,21.73359541600803,21.73359541600803,21.73359541600803,21.73359541600803,21.73359541600803,0.013991374988108873,21.890631415997632,21.890631415997632,21.890631415997632,21.890631415997632,21.890631415997632,21.890631415997632,21.890631415997632,21.890631415997632,21.890631415997632,21.890631415997632,21.890631415997632,21.890631415997632,21.890631415997632,21.890631415997632,21.890631415997632,21.890631415997632,21.890631415997632,21.890631415997632,21.890631415997632,21.890631415997632,21.890631415997632,0.013740791007876396,22.247903541021515,22.247903541021515,22.247903541021515,22.247903541021515,22.247903541021515,22.247903541021515,22.247903541021515,22.247903541021515,22.247903541021515,22.247903541021515,22.247903541021515,22.247903541021515,22.247903541021515,22.247903541021515,22.247903541021515,22.247903541021515,22.247903541021515,22.247903541021515,22.247903541021515,22.247903541021515,22.247903541021515,0.014368249976541847,,2022-09-18_19h21.45.896,PD,2022.2.4,None,
None,None,None,None,None,None,None,None,0,3,3,3,,,,,,,,,,,,,,,,,,,,,22.465816375042778,22.465816375042778,22.465816375042778,22.465816375042778,22.465816375042778,22.465816375042778,22.465816375042778,22.465816375042778,22.465816375042778,22.465816375042778,22.465816375042778,22.465816375042778,22.465816375042778,22.465816375042778,22.465816375042778,22.465816375042778,22.465816375042778,22.465816375042778,22.465816375042778,22.465816375042778,22.465816375042778,0.013935916009359062,22.62424999999348,22.62424999999348,22.62424999999348,22.62424999999348,22.62424999999348,22.62424999999348,22.62424999999348,22.62424999999348,22.62424999999348,22.62424999999348,22.62424999999348,22.62424999999348,22.62424999999348,22.62424999999348,22.62424999999348,22.62424999999348,22.62424999999348,22.62424999999348,22.62424999999348,22.62424999999348,22.62424999999348,0.01340995798818767,23.09683637501439,23.09683637501439,23.09683637501439,23.09683637501439,23.09683637501439,23.09683637501439,23.09683637501439,23.09683637501439,23.09683637501439,23.09683637501439,23.09683637501439,23.09683637501439,23.09683637501439,23.09683637501439,23.09683637501439,23.09683637501439,23.09683637501439,23.09683637501439,23.09683637501439,23.09683637501439,23.09683637501439,0.013867667003069073,23.296639666019473,23.296639666019473,23.296639666019473,23.296639666019473,23.296639666019473,23.296639666019473,23.296639666019473,23.296639666019473,23.296639666019473,23.296639666019473,23.296639666019473,23.296639666019473,23.296639666019473,23.296639666019473,23.296639666019473,23.296639666019473,23.296639666019473,23.296639666019473,23.296639666019473,23.296639666019473,23.296639666019473,0.013825292000547051,23.46590820804704,23.46590820804704,23.46590820804704,23.46590820804704,23.46590820804704,23.46590820804704,23.46590820804704,23.46590820804704,23.46590820804704,23.46590820804704,23.46590820804704,23.46590820804704,23.46590820804704,23.46590820804704,23.46590820804704,23.46590820804704,23.46590820804704,23.46590820804704,23.46590820804704,23.46590820804704,23.46590820804704,0.013619041012134403,23.648009458032902,23.648009458032902,23.648009458032902,23.648009458032902,23.648009458032902,23.648009458032902,23.648009458032902,23.648009458032902,23.648009458032902,23.648009458032902,23.648009458032902,23.648009458032902,23.648009458032902,23.648009458032902,23.648009458032902,23.648009458032902,23.648009458032902,23.648009458032902,23.648009458032902,23.648009458032902,23.648009458032902,0.014775041956454515,23.824309958028607,23.824309958028607,23.824309958028607,23.824309958028607,23.824309958028607,23.824309958028607,23.824309958028607,23.824309958028607,23.824309958028607,23.824309958028607,23.824309958028607,23.824309958028607,23.824309958028607,23.824309958028607,23.824309958028607,23.824309958028607,23.824309958028607,23.824309958028607,23.824309958028607,23.824309958028607,23.824309958028607,0.01357204100349918,,2022-09-18_19h21.45.896,PD,2022.2.4,None,
None,None,None,None,None,None,None,None,0,4,4,4,,,,,,,,,,,,,,,,,,,,,23.980794625007547,23.980794625007547,23.980794625007547,23.980794625007547,23.980794625007547,23.980794625007547,23.980794625007547,23.980794625007547,23.980794625007547,23.980794625007547,23.980794625007547,23.980794625007547,23.980794625007547,23.980794625007547,23.980794625007547,23.980794625007547,23.980794625007547,23.980794625007547,23.980794625007547,23.980794625007547,23.980794625007547,0.014551375003065914,24.15727154101478,24.15727154101478,24.15727154101478,24.15727154101478,24.15727154101478,24.15727154101478,24.15727154101478,24.15727154101478,24.15727154101478,24.15727154101478,24.15727154101478,24.15727154101478,24.15727154101478,24.15727154101478,24.15727154101478,24.15727154101478,24.15727154101478,24.15727154101478,24.15727154101478,24.15727154101478,24.15727154101478,0.013924375001806766,24.332668750023004,24.332668750023004,24.332668750023004,24.332668750023004,24.332668750023004,24.332668750023004,24.332668750023004,24.332668750023004,24.332668750023004,24.332668750023004,24.332668750023004,24.332668750023004,24.332668750023004,24.332668750023004,24.332668750023004,24.332668750023004,24.332668750023004,24.332668750023004,24.332668750023004,24.332668750023004,24.332668750023004,0.01355808402877301,24.496730375045445,24.496730375045445,24.496730375045445,24.496730375045445,24.496730375045445,24.496730375045445,24.496730375045445,24.496730375045445,24.496730375045445,24.496730375045445,24.496730375045445,24.496730375045445,24.496730375045445,24.496730375045445,24.496730375045445,24.496730375045445,24.496730375045445,24.496730375045445,24.496730375045445,24.496730375045445,24.496730375045445,0.013775166997220367,24.66588154103374,24.66588154103374,24.66588154103374,24.66588154103374,24.66588154103374,24.66588154103374,24.66588154103374,24.66588154103374,24.66588154103374,24.66588154103374,24.66588154103374,24.66588154103374,24.66588154103374,24.66588154103374,24.66588154103374,24.66588154103374,24.66588154103374,24.66588154103374,24.66588154103374,24.66588154103374,24.66588154103374,0.013362958037760109,24.847858583030757,24.847858583030757,24.847858583030757,24.847858583030757,24.847858583030757,24.847858583030757,24.847858583030757,24.847858583030757,24.847858583030757,24.847858583030757,24.847858583030757,24.847858583030757,24.847858583030757,24.847858583030757,24.847858583030757,24.847858583030757,24.847858583030757,24.847858583030757,24.847858583030757,24.847858583030757,24.847858583030757,0.014149874972645193,25.157573250005953,25.157573250005953,25.157573250005953,25.157573250005953,25.157573250005953,25.157573250005953,25.157573250005953,25.157573250005953,25.157573250005953,25.157573250005953,25.157573250005953,25.157573250005953,25.157573250005953,25.157573250005953,25.157573250005953,25.157573250005953,25.157573250005953,25.157573250005953,25.157573250005953,25.157573250005953,25.157573250005953,0.013333041977602988,,2022-09-18_19h21.45.896,PD,2022.2.4,None,
