tl_p_intro,tl_o_intro,bl_p_intro,bl_o_intro,tr_p_intro,tr_o_intro,br_p_intro,br_o_intro,initial_other_choice,other_name,tl_p,tl_o,bl_p,bl_o,tr_p,tr_o,br_p,br_o,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,initial_choice_loop.thisRepN,initial_choice_loop.thisTrialN,initial_choice_loop.thisN,initial_choice_loop.thisIndex,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,order,start_mouse.x,start_mouse.y,start_mouse.leftButton,start_mouse.midButton,start_mouse.rightButton,start_mouse.clicked_name,name_text.started,type_name.started,type_name.text,name_mouse.x,name_mouse.y,name_mouse.leftButton,name_mouse.midButton,name_mouse.rightButton,name_mouse.clicked_name,selected_avatar,avatar_mouse.x,avatar_mouse.y,avatar_mouse.leftButton,avatar_mouse.midButton,avatar_mouse.rightButton,practice_avatar_1.started,practice_top_left_1.started,practice_top_right_1.started,practice_bottom_left_1.started,practice_bottom_right_1.started,practice_points_tl_p_1.started,practice_points_tl_o_1.started,practice_points_bl_p_1.started,practice_points_bl_o_1.started,practice_points_tr_p_1.started,practice_points_tr_o_1.started,practice_points_br_p_1.started,practice_points_br_o_1.started,practice_tr_header_1.started,practice_bt_header_1.started,practice_p_header_1.started,practice_o_header_1.started,practice_bb_header_1.started,practice_tl_header_1.started,practice_text_1.started,practice_cont_1.started,practice_mouse_1.started,practice_avatar_2.started,practice_top_left_2.started,practice_top_right_2.started,practice_bottom_left_2.started,practice_bottom_right_2.started,practice_points_tl_p_2.started,practice_points_tl_o_2.started,practice_points_bl_p_2.started,practice_points_bl_o_2.started,practice_points_tr_p_2.started,practice_points_tr_o_2.started,practice_points_br_p_2.started,practice_points_br_o_2.started,practice_tr_header_2.started,practice_bt_header_2.started,practice_p_header_2.started,practice_o_header_2.started,practice_bb_header_2.started,practice_tl_header_2.started,practice_text_2.started,practice_cont_2.started,practice_mouse_2.started,practice_avatar_3.started,practice_top_left_3.started,practice_top_right_3.started,practice_bottom_left_3.started,practice_bottom_right_3.started,practice_points_tl_p_3.started,practice_points_tl_o_3.started,practice_points_bl_p_3.started,practice_points_bl_o_3.started,practice_points_tr_p_3.started,practice_points_tr_o_3.started,practice_points_br_p_3.started,practice_points_br_o_3.started,practice_tr_header_3.started,practice_bt_header_3.started,practice_p_header_3.started,practice_o_header_3.started,practice_bb_header_3.started,practice_tl_header_3.started,practice_text_3.started,practice_cont_3.started,practice_mouse_3.started,practice_avatar_4.started,practice_top_left_4.started,practice_top_right_4.started,practice_bottom_left_4.started,practice_bottom_right_4.started,practice_points_tl_p_4.started,practice_points_tl_o_4.started,practice_points_bl_p_4.started,practice_points_bl_o_4.started,practice_points_tr_p_4.started,practice_points_tr_o_4.started,practice_points_br_p_4.started,practice_points_br_o_4.started,practice_tr_header_4.started,practice_bt_header_4.started,practice_p_header_4.started,practice_o_header_4.started,practice_bb_header_4.started,practice_tl_header_4.started,practice_text_4.started,practice_cont_4.started,practice_mouse_4.started,practice_avatar_trial_5.started,practice_top_left_5.started,practice_top_right_5.started,practice_bottom_left_5.started,practice_bottom_right_5.started,practice_points_tl_p_5.started,practice_points_tl_o_5.started,practice_points_bl_p_5.started,practice_points_bl_o_5.started,practice_points_tr_p_5.started,practice_points_tr_o_5.started,practice_points_br_p_5.started,practice_points_br_o_5.started,practice_tr_header_5.started,practice_bt_header_5.started,practice_p_header_5.started,practice_o_header_5.started,practice_bb_header_5.started,practice_tl_header_5.started,practice_text_5.started,practice_cont_5.started,practice_mouse_5.started,practice_avatar_6.started,practice_top_left_6.started,practice_top_right_6.started,practice_bottom_left_6.started,practice_bottom_right_6.started,practice_points_tl_p_6.started,practice_points_tl_o_6.started,practice_points_bl_p_6.started,practice_points_bl_o_6.started,practice_points_tr_p_6.started,practice_points_tr_o_6.started,practice_points_br_p_6.started,practice_points_br_o_6.started,practice_tr_header_6.started,practice_bt_header_6.started,practice_p_header_6.started,practice_o_header_6.started,practice_bb_header_6.started,practice_tl_header_6.started,practice_text_6.started,practice_cont_6.started,practice_mouse_6.started,practice_avatar_7.started,practice_top_left_7.started,practice_top_right_7.started,practice_bottom_left_7.started,practice_bottom_right_7.started,practice_points_tl_p_7.started,practice_points_tl_o_7.started,practice_points_bl_p_7.started,practice_points_bl_o_7.started,practice_points_tr_p_7.started,practice_points_tr_o_7.started,practice_points_br_p_7.started,practice_points_br_o_7.started,practice_tr_header_7.started,practice_bt_header_7.started,practice_p_header_7.started,practice_other_header_7.started,practice_bb_header_7.started,practice_tl_header_7.started,practice_text_7.started,practice_cont_7.started,practice_mouse_7.started,other_avatar,o_intro_text.started,o_intro_avatar_p.started,o_intro_avatar_o.started,o_intro_cont.started,o_intro_mouse.started,left_text,right_text,choice,other_choice,participant_points,other_points,participant_points_total,other_points_total,trial_mouse.x,trial_mouse.y,trial_mouse.leftButton,trial_mouse.midButton,trial_mouse.rightButton,trial_mouse.clicked_name,feedback_scoreboard_o.started,feedback_scoreboard_p.started,feedback_avatar_o.started,feedback_avatar_p.started,feedback_choice_p.started,feedback_choice_o.started,feedback_points_p.started,feedback_points_o.started,feedback_total_p.started,feedback_total_o.started,feedback_name_p.started,feedback_name_o.started,feedback_scoreboard.started,feedback_cont.started,feedback_mouse.started,p_total_text.started,o_total_text.started,participant_avatar_scoreboard.started,p_name_text.started,o_name_text.started,other_avatar_scoreboard.started,name_header.started,total_point_header.started,scoreboard_cont_text.started,scoreabord_mouse.started,scoreboard_intro_text.started,ID,date,expName,psychopyVersion,frameRate,
,,,,,,,,Defect,Jo,8,8,0,12,12,0,4,4,,,,,0,0,0,0,0,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate,Defect,Defect,Cooperate,12,0,159,231,0.115625,-0.7277777777777777,1,0,0,right_choice,68.86955630000011,68.86955630000011,68.86955630000011,68.86955630000011,68.86955630000011,68.86955630000011,68.86955630000011,68.86955630000011,68.86955630000011,68.86955630000011,68.86955630000011,68.86955630000011,68.86955630000011,68.86955630000011,0.06164159999934782,,,,,,,,,,,,,2022-10-02_17h02.58.680,PD,2022.2.4,60.01273470244501,
,,,,,,,,Defect,Jo,80,80,0,120,120,0,40,40,,,,,0,0,0,0,0,6,6,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate,Defect,Cooperate,Defect,0,120,159,351,-0.06979166666666667,-0.8092592592592592,1,0,0,left_choice,72.04332740000063,72.04332740000063,72.04332740000063,72.04332740000063,72.04332740000063,72.04332740000063,72.04332740000063,72.04332740000063,72.04332740000063,72.04332740000063,72.04332740000063,72.04332740000063,72.04332740000063,72.04332740000063,0.07546410000031756,,,,,,,,,,,,,2022-10-02_17h02.58.680,PD,2022.2.4,60.01273470244501,
,,,,,,,,Defect,Jo,100,100,0,150,150,0,50,50,,,,,0,0,0,0,0,7,7,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate,Defect,Defect,Cooperate,150,0,309,351,0.17395833333333333,-0.5962962962962963,1,0,0,right_choice,74.02230039999995,74.02230039999995,74.02230039999995,74.02230039999995,74.02230039999995,74.02230039999995,74.02230039999995,74.02230039999995,74.02230039999995,74.02230039999995,74.02230039999995,74.02230039999995,74.02230039999995,74.02230039999995,0.07811370000035822,,,,,,,,,,,,,2022-10-02_17h02.58.680,PD,2022.2.4,60.01273470244501,
,,,,,,,,Defect,Jo,6,6,0,9,9,0,3,3,,,,,0,0,0,0,0,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Defect,Cooperate,Defect,Defect,3,3,312,354,-0.115625,-0.6203703703703703,1,0,0,left_choice,77.03480529999979,77.03480529999979,77.03480529999979,77.03480529999979,77.03480529999979,77.03480529999979,77.03480529999979,77.03480529999979,77.03480529999979,77.03480529999979,77.03480529999979,77.03480529999979,77.03480529999979,77.03480529999979,0.08253680000052555,,,,,,,,,,,,,2022-10-02_17h02.58.680,PD,2022.2.4,60.01273470244501,
,,,,,,,,Defect,Jo,62,62,0,93,93,0,31,31,,,,,0,0,0,0,0,9,9,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate,Defect,Defect,Defect,31,31,343,385,0.23958333333333334,-0.6185185185185185,1,0,0,right_choice,79.35836480000034,79.35836480000034,79.35836480000034,79.35836480000034,79.35836480000034,79.35836480000034,79.35836480000034,79.35836480000034,79.35836480000034,79.35836480000034,79.35836480000034,79.35836480000034,79.35836480000034,79.35836480000034,0.0731605999999374,,,,,,,,,,,,,2022-10-02_17h02.58.680,PD,2022.2.4,60.01273470244501,
,,,,,,,,Defect,Jo,42,42,0,63,63,0,21,21,,,,,0,0,0,0,0,10,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate,Defect,Defect,Defect,21,21,364,406,0.14895833333333333,-0.7018518518518518,1,0,0,right_choice,81.60689210000055,81.60689210000055,81.60689210000055,81.60689210000055,81.60689210000055,81.60689210000055,81.60689210000055,81.60689210000055,81.60689210000055,81.60689210000055,81.60689210000055,81.60689210000055,81.60689210000055,81.60689210000055,0.10669820000020991,,,,,,,,,,,,,2022-10-02_17h02.58.680,PD,2022.2.4,60.01273470244501,
,,,,,,,,Defect,Jo,12,12,0,18,18,0,6,6,,,,,0,0,0,0,0,11,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Defect,Cooperate,Defect,Defect,6,6,370,412,-0.125,-0.6537037037037037,1,0,0,left_choice,84.14189530000021,84.14189530000021,84.14189530000021,84.14189530000021,84.14189530000021,84.14189530000021,84.14189530000021,84.14189530000021,84.14189530000021,84.14189530000021,84.14189530000021,84.14189530000021,84.14189530000021,84.14189530000021,0.07193769999958022,,,,,,,,,,,,,2022-10-02_17h02.58.680,PD,2022.2.4,60.01273470244501,
,,,,,,,,Defect,Jo,96,96,0,144,144,0,48,48,,,,,0,0,0,0,0,12,12,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Defect,Cooperate,Cooperate,Defect,0,144,370,556,0.12708333333333333,-0.6981481481481482,1,0,0,right_choice,86.0779223999998,86.0779223999998,86.0779223999998,86.0779223999998,86.0779223999998,86.0779223999998,86.0779223999998,86.0779223999998,86.0779223999998,86.0779223999998,86.0779223999998,86.0779223999998,86.0779223999998,86.0779223999998,0.11378289999993285,,,,,,,,,,,,,2022-10-02_17h02.58.680,PD,2022.2.4,60.01273470244501,
,,,,,,,,Defect,Jo,34,34,0,51,51,0,17,17,,,,,0,0,0,0,0,13,13,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Defect,Cooperate,Cooperate,Cooperate,34,34,404,590,0.1125,-0.6944444444444444,1,0,0,right_choice,88.33544560000064,88.33544560000064,88.33544560000064,88.33544560000064,88.33544560000064,88.33544560000064,88.33544560000064,88.33544560000064,88.33544560000064,88.33544560000064,88.33544560000064,88.33544560000064,88.33544560000064,88.33544560000064,0.07853249999971013,,,,,,,,,,,,,2022-10-02_17h02.58.680,PD,2022.2.4,60.01273470244501,
,,,,,,,,Defect,Jo,70,70,0,105,105,0,35,35,,,,,0,0,0,0,0,14,14,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Defect,Cooperate,Cooperate,Cooperate,70,70,474,660,0.12916666666666668,-0.7444444444444445,1,0,0,right_choice,90.57825109999976,90.57825109999976,90.57825109999976,90.57825109999976,90.57825109999976,90.57825109999976,90.57825109999976,90.57825109999976,90.57825109999976,90.57825109999976,90.57825109999976,90.57825109999976,90.57825109999976,90.57825109999976,0.12122290000024805,,,,,,,,,,,,,2022-10-02_17h02.58.680,PD,2022.2.4,60.01273470244501,
,,,,,,,,Defect,Jo,64,64,0,96,96,0,32,32,,,,,0,0,0,0,0,15,15,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate,Defect,Defect,Cooperate,96,0,570,660,0.09270833333333334,-0.7981481481481482,1,0,0,right_choice,92.12533350000012,92.12533350000012,92.12533350000012,92.12533350000012,92.12533350000012,92.12533350000012,92.12533350000012,92.12533350000012,92.12533350000012,92.12533350000012,92.12533350000012,92.12533350000012,92.12533350000012,92.12533350000012,0.07817239999985759,,,,,,,,,,,,,2022-10-02_17h02.58.680,PD,2022.2.4,60.01273470244501,
,,,,,,,,Defect,Jo,68,68,0,102,102,0,34,34,,,,,0,0,0,0,0,16,16,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Defect,Cooperate,Defect,Defect,34,34,604,694,-0.11875,-0.7796296296296297,1,0,0,left_choice,94.23045270000057,94.23045270000057,94.23045270000057,94.23045270000057,94.23045270000057,94.23045270000057,94.23045270000057,94.23045270000057,94.23045270000057,94.23045270000057,94.23045270000057,94.23045270000057,94.23045270000057,94.23045270000057,0.07869699999992008,,,,,,,,,,,,,2022-10-02_17h02.58.680,PD,2022.2.4,60.01273470244501,
,,,,,,,,Defect,Jo,88,88,0,132,132,0,44,44,,,,,0,0,0,0,0,17,17,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate,Defect,Cooperate,Defect,0,132,604,826,-0.125,-0.6222222222222222,1,0,0,left_choice,107.46599659999993,107.46599659999993,107.46599659999993,107.46599659999993,107.46599659999993,107.46599659999993,107.46599659999993,107.46599659999993,107.46599659999993,107.46599659999993,107.46599659999993,107.46599659999993,107.46599659999993,107.46599659999993,0.13828269999976328,,,,,,,,,,,,,2022-10-02_17h02.58.680,PD,2022.2.4,60.01273470244501,
,,,,,,,,Defect,Jo,30,30,0,45,45,0,15,15,,,,,0,0,0,0,0,18,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Defect,Cooperate,Defect,Cooperate,45,0,649,826,-0.16145833333333334,-0.7055555555555556,1,0,0,left_choice,115.87853160000031,115.87853160000031,115.87853160000031,115.87853160000031,115.87853160000031,115.87853160000031,115.87853160000031,115.87853160000031,115.87853160000031,115.87853160000031,115.87853160000031,115.87853160000031,115.87853160000031,115.87853160000031,0.09033509999972011,,,,,,,,,,,,,2022-10-02_17h02.58.680,PD,2022.2.4,60.01273470244501,
,,,,,,,,Defect,Jo,82,82,0,123,123,0,41,41,,,,,0,0,0,0,0,19,19,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate,Defect,Cooperate,Defect,0,123,649,949,-0.12708333333333333,-0.7962962962962963,1,0,0,left_choice,117.86725949999982,117.86725949999982,117.86725949999982,117.86725949999982,117.86725949999982,117.86725949999982,117.86725949999982,117.86725949999982,117.86725949999982,117.86725949999982,117.86725949999982,117.86725949999982,117.86725949999982,117.86725949999982,0.09330969999973604,,,,,,,,,,,,,2022-10-02_17h02.58.680,PD,2022.2.4,60.01273470244501,
,,,,,,,,Defect,Jo,2,2,0,3,3,0,1,1,,,,,0,0,0,0,0,20,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Defect,Cooperate,Cooperate,Cooperate,2,2,651,951,0.09895833333333333,-0.7462962962962963,1,0,0,right_choice,120.54643980000037,120.54643980000037,120.54643980000037,120.54643980000037,120.54643980000037,120.54643980000037,120.54643980000037,120.54643980000037,120.54643980000037,120.54643980000037,120.54643980000037,120.54643980000037,120.54643980000037,120.54643980000037,0.08386249999966822,,,,,,,,,,,,,2022-10-02_17h02.58.680,PD,2022.2.4,60.01273470244501,
,,,,,,,,Defect,Jo,44,44,0,66,66,0,22,22,,,,,0,0,0,0,0,21,21,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Defect,Cooperate,Defect,Cooperate,66,0,717,951,-0.12708333333333333,-0.6944444444444444,1,0,0,left_choice,121.99344699999983,121.99344699999983,121.99344699999983,121.99344699999983,121.99344699999983,121.99344699999983,121.99344699999983,121.99344699999983,121.99344699999983,121.99344699999983,121.99344699999983,121.99344699999983,121.99344699999983,121.99344699999983,0.07443859999966662,,,,,,,,,,,,,2022-10-02_17h02.58.680,PD,2022.2.4,60.01273470244501,
,,,,,,,,Defect,Jo,26,26,0,39,39,0,13,13,,,,,0,0,0,0,0,22,22,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate,Defect,Cooperate,Defect,0,39,717,990,-0.165625,-0.725925925925926,1,0,0,left_choice,124.29362120000042,124.29362120000042,124.29362120000042,124.29362120000042,124.29362120000042,124.29362120000042,124.29362120000042,124.29362120000042,124.29362120000042,124.29362120000042,124.29362120000042,124.29362120000042,124.29362120000042,124.29362120000042,0.08894690000033734,,,,,,,,,,,,,2022-10-02_17h02.58.680,PD,2022.2.4,60.01273470244501,
,,,,,,,,Defect,Jo,20,20,0,30,30,0,10,10,,,,,0,0,0,0,0,23,23,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate,Defect,Cooperate,Cooperate,20,20,737,1010,-0.12291666666666666,-0.7592592592592593,1,0,0,left_choice,125.59604039999977,125.59604039999977,125.59604039999977,125.59604039999977,125.59604039999977,125.59604039999977,125.59604039999977,125.59604039999977,125.59604039999977,125.59604039999977,125.59604039999977,125.59604039999977,125.59604039999977,125.59604039999977,0.07970889999978681,,,,,,,,,,,,,2022-10-02_17h02.58.680,PD,2022.2.4,60.01273470244501,
,,,,,,,,Defect,Jo,54,54,0,81,81,0,27,27,,,,,0,0,0,0,0,24,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate,Defect,Cooperate,Cooperate,54,54,791,1064,-0.10520833333333333,-0.7851851851851852,1,0,0,left_choice,126.97868350000044,126.97868350000044,126.97868350000044,126.97868350000044,126.97868350000044,126.97868350000044,126.97868350000044,126.97868350000044,126.97868350000044,126.97868350000044,126.97868350000044,126.97868350000044,126.97868350000044,126.97868350000044,0.08133449999968434,,,,,,,,,,,,,2022-10-02_17h02.58.680,PD,2022.2.4,60.01273470244501,
,,,,,,,,Defect,Jo,46,46,0,69,69,0,23,23,,,,,0,0,0,0,0,25,25,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Defect,Cooperate,Cooperate,Cooperate,46,46,837,1110,0.14166666666666666,-0.725925925925926,1,0,0,right_choice,129.11520230000042,129.11520230000042,129.11520230000042,129.11520230000042,129.11520230000042,129.11520230000042,129.11520230000042,129.11520230000042,129.11520230000042,129.11520230000042,129.11520230000042,129.11520230000042,129.11520230000042,129.11520230000042,0.07195500000034372,,,,,,,,,,,,,2022-10-02_17h02.58.680,PD,2022.2.4,60.01273470244501,
,,,,,,,,Defect,Jo,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.80938539999988,129.80938539999988,129.80938539999988,129.80938539999988,129.80938539999988,129.80938539999988,129.80938539999988,129.80938539999988,129.80938539999988,0.10905579999962356,129.80938539999988,,2022-10-02_17h02.58.680,PD,2022.2.4,60.01273470244501,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avatar1.png,141.0271732000001,141.0271732000001,141.0271732000001,141.0271732000001,0.1236996999996336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
