tl_p_intro,tl_o_intro,bl_p_intro,bl_o_intro,tr_p_intro,tr_o_intro,br_p_intro,br_o_intro,mult_intro,initial_other_choice,other_name,tl_p,tl_o,bl_p,bl_o,tr_p,tr_o,br_p,br_o,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,initial_choice_loop.thisRepN,initial_choice_loop.thisTrialN,initial_choice_loop.thisN,initial_choice_loop.thisIndex,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,order,start_mouse.x,start_mouse.y,start_mouse.leftButton,start_mouse.midButton,start_mouse.rightButton,start_mouse.clicked_name,name_text.started,type_name.started,type_name.text,name_mouse.x,name_mouse.y,name_mouse.leftButton,name_mouse.midButton,name_mouse.rightButton,name_mouse.clicked_name,selected_avatar,avatar_mouse.x,avatar_mouse.y,avatar_mouse.leftButton,avatar_mouse.midButton,avatar_mouse.rightButton,practice_avatar_1.started,practice_top_left_1.started,practice_top_right_1.started,practice_bottom_left_1.started,practice_bottom_right_1.started,practice_points_tl_p_1.started,practice_points_tl_o_1.started,practice_points_bl_p_1.started,practice_points_bl_o_1.started,practice_points_tr_p_1.started,practice_points_tr_o_1.started,practice_points_br_p_1.started,practice_points_br_o_1.started,practice_tr_header_1.started,practice_bt_header_1.started,practice_p_header_1.started,practice_o_header_1.started,practice_bb_header_1.started,practice_tl_header_1.started,practice_text_1.started,practice_cont_1.started,practice_mouse_1.started,practice_avatar_2.started,practice_top_left_2.started,practice_top_right_2.started,practice_bottom_left_2.started,practice_bottom_right_2.started,practice_points_tl_p_2.started,practice_points_tl_o_2.started,practice_points_bl_p_2.started,practice_points_bl_o_2.started,practice_points_tr_p_2.started,practice_points_tr_o_2.started,practice_points_br_p_2.started,practice_points_br_o_2.started,practice_tr_header_2.started,practice_bt_header_2.started,practice_p_header_2.started,practice_o_header_2.started,practice_bb_header_2.started,practice_tl_header_2.started,practice_text_2.started,practice_cont_2.started,practice_mouse_2.started,practice_avatar_3.started,practice_top_left_3.started,practice_top_right_3.started,practice_bottom_left_3.started,practice_bottom_right_3.started,practice_points_tl_p_3.started,practice_points_tl_o_3.started,practice_points_bl_p_3.started,practice_points_bl_o_3.started,practice_points_tr_p_3.started,practice_points_tr_o_3.started,practice_points_br_p_3.started,practice_points_br_o_3.started,practice_tr_header_3.started,practice_bt_header_3.started,practice_p_header_3.started,practice_o_header_3.started,practice_bb_header_3.started,practice_tl_header_3.started,practice_text_3.started,practice_cont_3.started,practice_mouse_3.started,practice_avatar_4.started,practice_top_left_4.started,practice_top_right_4.started,practice_bottom_left_4.started,practice_bottom_right_4.started,practice_points_tl_p_4.started,practice_points_tl_o_4.started,practice_points_bl_p_4.started,practice_points_bl_o_4.started,practice_points_tr_p_4.started,practice_points_tr_o_4.started,practice_points_br_p_4.started,practice_points_br_o_4.started,practice_tr_header_4.started,practice_bt_header_4.started,practice_p_header_4.started,practice_o_header_4.started,practice_bb_header_4.started,practice_tl_header_4.started,practice_text_4.started,practice_cont_4.started,practice_mouse_4.started,practice_avatar_trial_5.started,practice_top_left_5.started,practice_top_right_5.started,practice_bottom_left_5.started,practice_bottom_right_5.started,practice_points_tl_p_5.started,practice_points_tl_o_5.started,practice_points_bl_p_5.started,practice_points_bl_o_5.started,practice_points_tr_p_5.started,practice_points_tr_o_5.started,practice_points_br_p_5.started,practice_points_br_o_5.started,practice_tr_header_5.started,practice_bt_header_5.started,practice_p_header_5.started,practice_o_header_5.started,practice_bb_header_5.started,practice_tl_header_5.started,practice_text_5.started,practice_cont_5.started,practice_mouse_5.started,practice_avatar_6.started,practice_top_left_6.started,practice_top_right_6.started,practice_bottom_left_6.started,practice_bottom_right_6.started,practice_points_tl_p_6.started,practice_points_tl_o_6.started,practice_points_bl_p_6.started,practice_points_bl_o_6.started,practice_points_tr_p_6.started,practice_points_tr_o_6.started,practice_points_br_p_6.started,practice_points_br_o_6.started,practice_tr_header_6.started,practice_bt_header_6.started,practice_p_header_6.started,practice_o_header_6.started,practice_bb_header_6.started,practice_tl_header_6.started,practice_text_6.started,practice_cont_6.started,practice_mouse_6.started,practice_avatar_7.started,practice_top_left_7.started,practice_top_right_7.started,practice_bottom_left_7.started,practice_bottom_right_7.started,practice_points_tl_p_7.started,practice_points_tl_o_7.started,practice_points_bl_p_7.started,practice_points_bl_o_7.started,practice_points_tr_p_7.started,practice_points_tr_o_7.started,practice_points_br_p_7.started,practice_points_br_o_7.started,practice_tr_header_7.started,practice_bt_header_7.started,practice_p_header_7.started,practice_other_header_7.started,practice_bb_header_7.started,practice_tl_header_7.started,practice_text_7.started,practice_cont_7.started,practice_mouse_7.started,practice_choice_p_8.started,practice_choice_o_8.started,practice_points_p_8.started,practice_points_o_8.started,practice_bottom_left_8.started,practice_bottom_right_8.started,practice_bl_text_8.started,practice_br_text_8.started,practice_mult_8.started,practice_text_8.started,practice_cont_8.started,practice_mouse_8.started,other_avatar,o_intro_text.started,o_intro_avatar_p.started,o_intro_avatar_o.started,o_intro_cont.started,o_intro_mouse.started,left_text,right_text,choice_pd,other_choice,participant_points,other_points,other_points_total,trial_mouse.x,trial_mouse.y,trial_mouse.leftButton,trial_mouse.midButton,trial_mouse.rightButton,trial_mouse.clicked_name,mult_avatar_o.started,mult_avatar_p.started,mult_choice_p.started,mult_choice_o.started,mult_points_p.started,mult_points_o.started,mult_left.started,mult_left_text.started,mult_right.started,mult_right_text.started,mult_mult.started,left_text_dd,right_text_dd,choice_dd,participant_points_multiplied,participant_points_total,mult_mouse.x,mult_mouse.y,mult_mouse.leftButton,mult_mouse.midButton,mult_mouse.rightButton,mult_mouse.clicked_name,feedback_scoreboard_o.started,feedback_scoreboard_p.started,feedback_avatar_o.started,feedback_avatar_p.started,feedback_choice_p.started,feedback_choice_o.started,feedback_points_p.started,feedback_points_o.started,feedback_total_p.started,feedback_total_o.started,feedback_name_p.started,feedback_name_o.started,feedback_scoreboard.started,feedback_cont.started,feedback_mouse.started,ID,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,-0.022916666666666665,-0.7925925925925926,1,0,0,start_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-03_23h55.13.847,PD,2022.2.4,60.04502176111157,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.13898019999033,20.13898019999033,Player,-0.022916666666666665,-0.7925925925925926,1,0,0,name_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-03_23h55.13.847,PD,2022.2.4,60.04502176111157,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avatar5,0.009375,-0.31851851851851853,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-03_23h55.13.847,PD,2022.2.4,60.04502176111157,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-03_23h55.13.847,PD,2022.2.4,60.04502176111157,
1,1,0,1.5,1.5,0,0.5,0.5,2,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.062908799998695,34.062908799998695,34.062908799998695,34.062908799998695,34.062908799998695,34.062908799998695,34.062908799998695,34.062908799998695,34.062908799998695,34.062908799998695,34.062908799998695,34.062908799998695,34.062908799998695,34.062908799998695,34.062908799998695,34.062908799998695,34.062908799998695,34.062908799998695,34.062908799998695,34.062908799998695,34.062908799998695,0.1354187999968417,50.973583899991354,50.973583899991354,50.973583899991354,50.973583899991354,50.973583899991354,50.973583899991354,50.973583899991354,50.973583899991354,50.973583899991354,50.973583899991354,50.973583899991354,50.973583899991354,50.973583899991354,50.973583899991354,50.973583899991354,50.973583899991354,50.973583899991354,50.973583899991354,50.973583899991354,50.973583899991354,50.973583899991354,0.06693089999316726,51.63178389999666,51.63178389999666,51.63178389999666,51.63178389999666,51.63178389999666,51.63178389999666,51.63178389999666,51.63178389999666,51.63178389999666,51.63178389999666,51.63178389999666,51.63178389999666,51.63178389999666,51.63178389999666,51.63178389999666,51.63178389999666,51.63178389999666,51.63178389999666,51.63178389999666,51.63178389999666,51.63178389999666,0.05740249999507796,52.31968089999282,52.31968089999282,52.31968089999282,52.31968089999282,52.31968089999282,52.31968089999282,52.31968089999282,52.31968089999282,52.31968089999282,52.31968089999282,52.31968089999282,52.31968089999282,52.31968089999282,52.31968089999282,52.31968089999282,52.31968089999282,52.31968089999282,52.31968089999282,52.31968089999282,52.31968089999282,52.31968089999282,0.05714560000342317,53.446246099993004,53.446246099993004,53.446246099993004,53.446246099993004,53.446246099993004,53.446246099993004,53.446246099993004,53.446246099993004,53.446246099993004,53.446246099993004,53.446246099993004,53.446246099993004,53.446246099993004,53.446246099993004,53.446246099993004,53.446246099993004,53.446246099993004,53.446246099993004,53.446246099993004,53.446246099993004,53.446246099993004,0.061540499998955056,54.01202879998891,54.01202879998891,54.01202879998891,54.01202879998891,54.01202879998891,54.01202879998891,54.01202879998891,54.01202879998891,54.01202879998891,54.01202879998891,54.01202879998891,54.01202879998891,54.01202879998891,54.01202879998891,54.01202879998891,54.01202879998891,54.01202879998891,54.01202879998891,54.01202879998891,54.01202879998891,54.01202879998891,0.0580020999914268,54.63552229999914,54.63552229999914,54.63552229999914,54.63552229999914,54.63552229999914,54.63552229999914,54.63552229999914,54.63552229999914,54.63552229999914,54.63552229999914,54.63552229999914,54.63552229999914,54.63552229999914,54.63552229999914,54.63552229999914,54.63552229999914,54.63552229999914,54.63552229999914,54.63552229999914,54.63552229999914,54.63552229999914,0.05912230000831187,55.68998599999759,55.68998599999759,55.68998599999759,55.68998599999759,55.68998599999759,55.68998599999759,55.68998599999759,55.68998599999759,55.68998599999759,55.68998599999759,55.68998599999759,0.07418530000722967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-03_23h55.13.847,PD,2022.2.4,60.04502176111157,
,,,,,,,,,Cooperate,Jo,2,2,0,3,3,0,1,1,,,,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avatar2.png,75.25364439999976,75.25364439999976,75.25364439999976,75.25364439999976,0.11908820000826381,Defect,Cooperate,Cooperate,Cooperate,2,2,2,0.13958333333333334,-0.7,1,0,0,right_choice,98.71298840000236,98.71298840000236,98.71298840000236,98.71298840000236,98.71298840000236,98.71298840000236,98.71298840000236,98.71298840000236,98.71298840000236,98.71298840000236,98.71298840000236,"No
2","Yes
2x2",Y,4,4,0.13958333333333334,-0.3648148148148148,1,0,0,mult_right,110.66883470000175,110.66883470000175,110.66883470000175,110.66883470000175,110.66883470000175,110.66883470000175,110.66883470000175,110.66883470000175,110.66883470000175,110.66883470000175,110.66883470000175,110.66883470000175,110.66883470000175,110.66883470000175,5.185963500000071,,2022-10-03_23h55.13.847,PD,2022.2.4,60.04502176111157,
,,,,,,,,,Cooperate,Jo,46,46,0,69,69,0,23,23,,,,,0,0,0,0,0,1,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Defect,Cooperate,Defect,Cooperate,69,0,2,-0.140625,-0.7074074074074074,1,0,0,left_choice,118.73774899999262,118.73774899999262,118.73774899999262,118.73774899999262,118.73774899999262,118.73774899999262,118.73774899999262,118.73774899999262,118.73774899999262,118.73774899999262,118.73774899999262,"Yes
69x1.8","No
69",N,69,73,0.14895833333333333,-0.3888888888888889,1,0,0,mult_right,131.74793579999823,131.74793579999823,131.74793579999823,131.74793579999823,131.74793579999823,131.74793579999823,131.74793579999823,131.74793579999823,131.74793579999823,131.74793579999823,131.74793579999823,131.74793579999823,131.74793579999823,131.74793579999823,0.1346722000016598,,2022-10-03_23h55.13.847,PD,2022.2.4,60.04502176111157,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate,Defect,Cooperate,Defect,0,123,125,-0.196875,-0.6685185185185185,1,0,0,left_choice,135.41863619998912,135.41863619998912,135.41863619998912,135.41863619998912,135.41863619998912,135.41863619998912,135.41863619998912,135.41863619998912,135.41863619998912,135.41863619998912,135.41863619998912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
