tl_p,tl_o,bl_p,bl_o,tr_p,tr_o,br_p,br_o,practice_intro_loop.thisRepN,practice_intro_loop.thisTrialN,practice_intro_loop.thisN,practice_intro_loop.thisIndex,order,intro_mouse.x,intro_mouse.y,intro_mouse.leftButton,intro_mouse.midButton,intro_mouse.rightButton,intro_mouse.clicked_name,username_resp.keys,username_resp.rt,name_mouse.x,name_mouse.y,name_mouse.leftButton,name_mouse.midButton,name_mouse.rightButton,name_mouse.clicked_name,selected_avatar,avatar_mouse.x,avatar_mouse.y,avatar_mouse.leftButton,avatar_mouse.midButton,avatar_mouse.rightButton,practice_top_left_3.started,practice_top_right_3.started,practice_bottom_left_3.started,practice_bottom_right_3.started,practice_top_left1_3.started,practice_topleft2_3.started,practice_bottom_left1_3.started,practice_bottom_left2_3.started,practice_top_right1_3.started,practice_top_right2_3.started,practice_bottom_right1_3.started,practice_bottom_right2_3.started,practice_topright_header_3.started,practice_bottomtop_header_3.started,practice_participant_header_3.started,practice_other_header_3.started,practice_avatar_trial_3.started,practice_bottombottom_header_3.started,practice_topleft_header_3.started,practice_example_text_3.started,practice_trial_intro1_cont.started,practice_trial_intro1_mouse.started,practice_top_left_2.started,practice_top_right_2.started,practice_bottom_left_2.started,practice_bottom_right_2.started,practice_top_left1_2.started,practice_topleft2_2.started,practice_bottom_left1_2.started,practice_bottom_left2_2.started,practice_top_right1_2.started,practice_top_right2_2.started,practice_bottom_right1_2.started,practice_bottom_right2_2.started,practice_topright_header_2.started,practice_bottomtop_header_2.started,practice_participant_header_2.started,practice_other_header_2.started,practice_avatar_trial_2.started,practice_bottombottom_header_2.started,practice_topleft_header_2.started,practice_example_text_2.started,practice_trial_intro2_cont.started,practice_trial_intro2_mouse.started,practice_top_left_4.started,practice_top_right_4.started,practice_bottom_left_4.started,practice_bottom_right_4.started,practice_top_left1_4.started,practice_topleft2_4.started,practice_bottom_left1_4.started,practice_bottom_left2_4.started,practice_top_right1_4.started,practice_top_right2_4.started,practice_bottom_right1_4.started,practice_bottom_right2_4.started,practice_topright_header_4.started,practice_bottomtop_header_4.started,practice_participant_header_4.started,practice_other_header_4.started,practice_avatar_trial_4.started,practice_bottombottom_header_4.started,practice_topleft_header_4.started,practice_example_text_4.started,practice_trial_intro1_cont_2.started,practice_trial_intro1_mouse_2.started,practice_top_left_5.started,practice_top_right_5.started,practice_bottom_left_5.started,practice_bottom_right_5.started,practice_top_left1_5.started,practice_topleft2_5.started,practice_bottom_left1_5.started,practice_bottom_left2_5.started,practice_top_right1_5.started,practice_top_right2_5.started,practice_bottom_right1_5.started,practice_bottom_right2_5.started,practice_topright_header_5.started,practice_bottomtop_header_5.started,practice_participant_header_5.started,practice_other_header_5.started,practice_avatar_trial_5.started,practice_bottombottom_header_5.started,practice_topleft_header_5.started,practice_example_text_5.started,practice_trial_intro1_cont_3.started,practice_trial_intro1_mouse_3.started,practice_top_left_6.started,practice_top_right_6.started,practice_bottom_left_6.started,practice_bottom_right_6.started,practice_top_left1_6.started,practice_topleft2_6.started,practice_bottom_left1_6.started,practice_bottom_left2_6.started,practice_top_right1_6.started,practice_top_right2_6.started,practice_bottom_right1_6.started,practice_bottom_right2_6.started,practice_topright_header_6.started,practice_bottomtop_header_6.started,practice_participant_header_6.started,practice_other_header_6.started,practice_avatar_trial_6.started,practice_bottombottom_header_6.started,practice_topleft_header_6.started,practice_example_text_6.started,practice_trial_intro1_cont_4.started,practice_trial_intro1_mouse_4.started,practice_top_left_7.started,practice_top_right_7.started,practice_bottom_left_7.started,practice_bottom_right_7.started,practice_top_left1_7.started,practice_topleft2_7.started,practice_bottom_left1_7.started,practice_bottom_left2_7.started,practice_top_right1_7.started,practice_top_right2_7.started,practice_bottom_right1_7.started,practice_bottom_right2_7.started,practice_topright_header_7.started,practice_bottomtop_header_7.started,practice_participant_header_7.started,practice_other_header_7.started,practice_avatar_trial_7.started,practice_bottombottom_header_7.started,practice_topleft_header_7.started,practice_example_text_7.started,practice_trial_intro1_cont_5.started,practice_trial_intro1_mouse_5.started,practice_top_left_8.started,practice_top_right_8.started,practice_bottom_left_8.started,practice_bottom_right_8.started,practice_top_left1_8.started,practice_topleft2_8.started,practice_bottom_left1_8.started,practice_bottom_left2_8.started,practice_top_right1_8.started,practice_top_right2_8.started,practice_bottom_right1_8.started,practice_bottom_right2_8.started,practice_topright_header_8.started,practice_bottomtop_header_8.started,practice_participant_header_8.started,practice_other_header_8.started,practice_avatar_trial_8.started,practice_bottombottom_header_8.started,practice_topleft_header_8.started,practice_example_text_8.started,practice_trial_intro1_cont_6.started,practice_trial_intro1_mouse_6.started,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,C,0.0734375,-0.825,1,0,0,continue_intro_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Felix,2022-09-18_18h57.55.695,PD,2022.2.4,None,
,,,,,,,,,,,,,,,,,,,"['f', 'e', 'backspace', 'f', 'e', 'l', 'i', 'x', 'backspace', 'backspace']","[1.9360035000718199, 2.2301193330204114, 2.6773422910482623, 4.401137791050132, 5.858806000032928, 6.1078747500432655, 6.2771880410728045, 6.410526291059796, 6.951854333048686, 8.519806708034594]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Felix,2022-09-18_18h57.55.695,PD,2022.2.4,None,
,,,,,,,,,,,,,,,,,,,,,0.0734375,-0.8125,1,0,0,continue_name_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Felix,2022-09-18_18h57.55.695,PD,2022.2.4,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,avatar1,-0.359375,0.4075,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Felix,2022-09-18_18h57.55.695,PD,2022.2.4,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Felix,2022-09-18_18h57.55.695,PD,2022.2.4,None,
1,1,0,1.5,1.5,0,0.5,0.5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,85.57556795800338,85.57556795800338,85.57556795800338,85.57556795800338,85.57556795800338,85.57556795800338,85.57556795800338,85.57556795800338,85.57556795800338,85.57556795800338,85.57556795800338,85.57556795800338,85.57556795800338,85.57556795800338,85.57556795800338,85.57556795800338,85.57556795800338,85.57556795800338,85.57556795800338,85.57556795800338,85.57556795800338,0.05699825001647696,96.00357537501259,96.00357537501259,96.00357537501259,96.00357537501259,96.00357537501259,96.00357537501259,96.00357537501259,96.00357537501259,96.00357537501259,96.00357537501259,96.00357537501259,96.00357537501259,96.00357537501259,96.00357537501259,96.00357537501259,96.00357537501259,96.00357537501259,96.00357537501259,96.00357537501259,96.00357537501259,96.00357537501259,0.018706749950069934,105.48542645800626,105.48542645800626,105.48542645800626,105.48542645800626,105.48542645800626,105.48542645800626,105.48542645800626,105.48542645800626,105.48542645800626,105.48542645800626,105.48542645800626,105.48542645800626,105.48542645800626,105.48542645800626,105.48542645800626,105.48542645800626,105.48542645800626,105.48542645800626,105.48542645800626,105.48542645800626,105.48542645800626,0.019259958004113287,113.37153383297846,113.37153383297846,113.37153383297846,113.37153383297846,113.37153383297846,113.37153383297846,113.37153383297846,113.37153383297846,113.37153383297846,113.37153383297846,113.37153383297846,113.37153383297846,113.37153383297846,113.37153383297846,113.37153383297846,113.37153383297846,113.37153383297846,113.37153383297846,113.37153383297846,113.37153383297846,113.37153383297846,0.02091387496329844,121.45341445796657,121.45341445796657,121.45341445796657,121.45341445796657,121.45341445796657,121.45341445796657,121.45341445796657,121.45341445796657,121.45341445796657,121.45341445796657,121.45341445796657,121.45341445796657,121.45341445796657,121.45341445796657,121.45341445796657,121.45341445796657,121.45341445796657,121.45341445796657,121.45341445796657,121.45341445796657,121.45341445796657,0.019424375030212104,129.48573549999855,129.48573549999855,129.48573549999855,129.48573549999855,129.48573549999855,129.48573549999855,129.48573549999855,129.48573549999855,129.48573549999855,129.48573549999855,129.48573549999855,129.48573549999855,129.48573549999855,129.48573549999855,129.48573549999855,129.48573549999855,129.48573549999855,129.48573549999855,129.48573549999855,129.48573549999855,129.48573549999855,0.01869804202578962,132.95604991697473,132.95604991697473,132.95604991697473,132.95604991697473,132.95604991697473,132.95604991697473,132.95604991697473,132.95604991697473,132.95604991697473,132.95604991697473,132.95604991697473,132.95604991697473,132.95604991697473,132.95604991697473,132.95604991697473,132.95604991697473,132.95604991697473,132.95604991697473,132.95604991697473,132.95604991697473,132.95604991697473,0.018930665974039584,Felix,2022-09-18_18h57.55.695,PD,2022.2.4,None,
None,None,None,None,None,None,None,None,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,141.4920566250221,141.4920566250221,141.4920566250221,141.4920566250221,141.4920566250221,141.4920566250221,141.4920566250221,141.4920566250221,141.4920566250221,141.4920566250221,141.4920566250221,141.4920566250221,141.4920566250221,141.4920566250221,141.4920566250221,141.4920566250221,141.4920566250221,141.4920566250221,141.4920566250221,141.4920566250221,141.4920566250221,0.0231399160111323,278.84267512499355,278.84267512499355,278.84267512499355,278.84267512499355,278.84267512499355,278.84267512499355,278.84267512499355,278.84267512499355,278.84267512499355,278.84267512499355,278.84267512499355,278.84267512499355,278.84267512499355,278.84267512499355,278.84267512499355,278.84267512499355,278.84267512499355,278.84267512499355,278.84267512499355,278.84267512499355,278.84267512499355,0.021013792022131383,285.52752666699234,285.52752666699234,285.52752666699234,285.52752666699234,285.52752666699234,285.52752666699234,285.52752666699234,285.52752666699234,285.52752666699234,285.52752666699234,285.52752666699234,285.52752666699234,285.52752666699234,285.52752666699234,285.52752666699234,285.52752666699234,285.52752666699234,285.52752666699234,285.52752666699234,285.52752666699234,285.52752666699234,0.019742040953133255,291.65944658301305,291.65944658301305,291.65944658301305,291.65944658301305,291.65944658301305,291.65944658301305,291.65944658301305,291.65944658301305,291.65944658301305,291.65944658301305,291.65944658301305,291.65944658301305,291.65944658301305,291.65944658301305,291.65944658301305,291.65944658301305,291.65944658301305,291.65944658301305,291.65944658301305,291.65944658301305,291.65944658301305,0.018552916997577995,292.5080103329965,292.5080103329965,292.5080103329965,292.5080103329965,292.5080103329965,292.5080103329965,292.5080103329965,292.5080103329965,292.5080103329965,292.5080103329965,292.5080103329965,292.5080103329965,292.5080103329965,292.5080103329965,292.5080103329965,292.5080103329965,292.5080103329965,292.5080103329965,292.5080103329965,292.5080103329965,292.5080103329965,0.01947145804297179,293.1088468329981,293.1088468329981,293.1088468329981,293.1088468329981,293.1088468329981,293.1088468329981,293.1088468329981,293.1088468329981,293.1088468329981,293.1088468329981,293.1088468329981,293.1088468329981,293.1088468329981,293.1088468329981,293.1088468329981,293.1088468329981,293.1088468329981,293.1088468329981,293.1088468329981,293.1088468329981,293.1088468329981,0.019225333991926163,293.5934707080014,293.5934707080014,293.5934707080014,293.5934707080014,293.5934707080014,293.5934707080014,293.5934707080014,293.5934707080014,293.5934707080014,293.5934707080014,293.5934707080014,293.5934707080014,293.5934707080014,293.5934707080014,293.5934707080014,293.5934707080014,293.5934707080014,293.5934707080014,293.5934707080014,293.5934707080014,293.5934707080014,0.0184809589991346,Felix,2022-09-18_18h57.55.695,PD,2022.2.4,None,
None,None,None,None,None,None,None,None,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,295.18848208297277,295.18848208297277,295.18848208297277,295.18848208297277,295.18848208297277,295.18848208297277,295.18848208297277,295.18848208297277,295.18848208297277,295.18848208297277,295.18848208297277,295.18848208297277,295.18848208297277,295.18848208297277,295.18848208297277,295.18848208297277,295.18848208297277,295.18848208297277,295.18848208297277,295.18848208297277,295.18848208297277,0.013962291995994747,296.2852051249938,296.2852051249938,296.2852051249938,296.2852051249938,296.2852051249938,296.2852051249938,296.2852051249938,296.2852051249938,296.2852051249938,296.2852051249938,296.2852051249938,296.2852051249938,296.2852051249938,296.2852051249938,296.2852051249938,296.2852051249938,296.2852051249938,296.2852051249938,296.2852051249938,296.2852051249938,296.2852051249938,0.013601250015199184,297.0857502919971,297.0857502919971,297.0857502919971,297.0857502919971,297.0857502919971,297.0857502919971,297.0857502919971,297.0857502919971,297.0857502919971,297.0857502919971,297.0857502919971,297.0857502919971,297.0857502919971,297.0857502919971,297.0857502919971,297.0857502919971,297.0857502919971,297.0857502919971,297.0857502919971,297.0857502919971,297.0857502919971,0.01365658303257078,297.8567677499959,297.8567677499959,297.8567677499959,297.8567677499959,297.8567677499959,297.8567677499959,297.8567677499959,297.8567677499959,297.8567677499959,297.8567677499959,297.8567677499959,297.8567677499959,297.8567677499959,297.8567677499959,297.8567677499959,297.8567677499959,297.8567677499959,297.8567677499959,297.8567677499959,297.8567677499959,297.8567677499959,0.014976083999499679,298.4799757919973,298.4799757919973,298.4799757919973,298.4799757919973,298.4799757919973,298.4799757919973,298.4799757919973,298.4799757919973,298.4799757919973,298.4799757919973,298.4799757919973,298.4799757919973,298.4799757919973,298.4799757919973,298.4799757919973,298.4799757919973,298.4799757919973,298.4799757919973,298.4799757919973,298.4799757919973,298.4799757919973,0.013337832991965115,298.98676212498685,298.98676212498685,298.98676212498685,298.98676212498685,298.98676212498685,298.98676212498685,298.98676212498685,298.98676212498685,298.98676212498685,298.98676212498685,298.98676212498685,298.98676212498685,298.98676212498685,298.98676212498685,298.98676212498685,298.98676212498685,298.98676212498685,298.98676212498685,298.98676212498685,298.98676212498685,298.98676212498685,0.014283541997428983,299.4860920829815,299.4860920829815,299.4860920829815,299.4860920829815,299.4860920829815,299.4860920829815,299.4860920829815,299.4860920829815,299.4860920829815,299.4860920829815,299.4860920829815,299.4860920829815,299.4860920829815,299.4860920829815,299.4860920829815,299.4860920829815,299.4860920829815,299.4860920829815,299.4860920829815,299.4860920829815,299.4860920829815,0.013488167023751885,Felix,2022-09-18_18h57.55.695,PD,2022.2.4,None,
None,None,None,None,None,None,None,None,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,302.21948749996955,302.21948749996955,302.21948749996955,302.21948749996955,302.21948749996955,302.21948749996955,302.21948749996955,302.21948749996955,302.21948749996955,302.21948749996955,302.21948749996955,302.21948749996955,302.21948749996955,302.21948749996955,302.21948749996955,302.21948749996955,302.21948749996955,302.21948749996955,302.21948749996955,302.21948749996955,302.21948749996955,0.014125792018603534,303.1526389999781,303.1526389999781,303.1526389999781,303.1526389999781,303.1526389999781,303.1526389999781,303.1526389999781,303.1526389999781,303.1526389999781,303.1526389999781,303.1526389999781,303.1526389999781,303.1526389999781,303.1526389999781,303.1526389999781,303.1526389999781,303.1526389999781,303.1526389999781,303.1526389999781,303.1526389999781,303.1526389999781,0.013704790966585279,303.4853462079773,303.4853462079773,303.4853462079773,303.4853462079773,303.4853462079773,303.4853462079773,303.4853462079773,303.4853462079773,303.4853462079773,303.4853462079773,303.4853462079773,303.4853462079773,303.4853462079773,303.4853462079773,303.4853462079773,303.4853462079773,303.4853462079773,303.4853462079773,303.4853462079773,303.4853462079773,303.4853462079773,0.013405625009909272,303.88007445802214,303.88007445802214,303.88007445802214,303.88007445802214,303.88007445802214,303.88007445802214,303.88007445802214,303.88007445802214,303.88007445802214,303.88007445802214,303.88007445802214,303.88007445802214,303.88007445802214,303.88007445802214,303.88007445802214,303.88007445802214,303.88007445802214,303.88007445802214,303.88007445802214,303.88007445802214,303.88007445802214,0.013555874989833683,304.1697303329711,304.1697303329711,304.1697303329711,304.1697303329711,304.1697303329711,304.1697303329711,304.1697303329711,304.1697303329711,304.1697303329711,304.1697303329711,304.1697303329711,304.1697303329711,304.1697303329711,304.1697303329711,304.1697303329711,304.1697303329711,304.1697303329711,304.1697303329711,304.1697303329711,304.1697303329711,304.1697303329711,0.013681999989785254,304.41949562501395,304.41949562501395,304.41949562501395,304.41949562501395,304.41949562501395,304.41949562501395,304.41949562501395,304.41949562501395,304.41949562501395,304.41949562501395,304.41949562501395,304.41949562501395,304.41949562501395,304.41949562501395,304.41949562501395,304.41949562501395,304.41949562501395,304.41949562501395,304.41949562501395,304.41949562501395,304.41949562501395,0.013803833979181945,304.65549758297857,304.65549758297857,304.65549758297857,304.65549758297857,304.65549758297857,304.65549758297857,304.65549758297857,304.65549758297857,304.65549758297857,304.65549758297857,304.65549758297857,304.65549758297857,304.65549758297857,304.65549758297857,304.65549758297857,304.65549758297857,304.65549758297857,304.65549758297857,304.65549758297857,304.65549758297857,304.65549758297857,0.013459291018079966,Felix,2022-09-18_18h57.55.695,PD,2022.2.4,None,
None,None,None,None,None,None,None,None,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,304.8799747080193,304.8799747080193,304.8799747080193,304.8799747080193,304.8799747080193,304.8799747080193,304.8799747080193,304.8799747080193,304.8799747080193,304.8799747080193,304.8799747080193,304.8799747080193,304.8799747080193,304.8799747080193,304.8799747080193,304.8799747080193,304.8799747080193,304.8799747080193,304.8799747080193,304.8799747080193,304.8799747080193,0.014012500003445894,305.147283874976,305.147283874976,305.147283874976,305.147283874976,305.147283874976,305.147283874976,305.147283874976,305.147283874976,305.147283874976,305.147283874976,305.147283874976,305.147283874976,305.147283874976,305.147283874976,305.147283874976,305.147283874976,305.147283874976,305.147283874976,305.147283874976,305.147283874976,305.147283874976,0.013315166987013072,305.38947833300335,305.38947833300335,305.38947833300335,305.38947833300335,305.38947833300335,305.38947833300335,305.38947833300335,305.38947833300335,305.38947833300335,305.38947833300335,305.38947833300335,305.38947833300335,305.38947833300335,305.38947833300335,305.38947833300335,305.38947833300335,305.38947833300335,305.38947833300335,305.38947833300335,305.38947833300335,305.38947833300335,0.014217083982657641,305.6372060420108,305.6372060420108,305.6372060420108,305.6372060420108,305.6372060420108,305.6372060420108,305.6372060420108,305.6372060420108,305.6372060420108,305.6372060420108,305.6372060420108,305.6372060420108,305.6372060420108,305.6372060420108,305.6372060420108,305.6372060420108,305.6372060420108,305.6372060420108,305.6372060420108,305.6372060420108,305.6372060420108,0.014200208999682218,305.880090874969,305.880090874969,305.880090874969,305.880090874969,305.880090874969,305.880090874969,305.880090874969,305.880090874969,305.880090874969,305.880090874969,305.880090874969,305.880090874969,305.880090874969,305.880090874969,305.880090874969,305.880090874969,305.880090874969,305.880090874969,305.880090874969,305.880090874969,305.880090874969,0.013544332992751151,306.12289875000715,306.12289875000715,306.12289875000715,306.12289875000715,306.12289875000715,306.12289875000715,306.12289875000715,306.12289875000715,306.12289875000715,306.12289875000715,306.12289875000715,306.12289875000715,306.12289875000715,306.12289875000715,306.12289875000715,306.12289875000715,306.12289875000715,306.12289875000715,306.12289875000715,306.12289875000715,306.12289875000715,0.013605042011477053,306.43749574996764,306.43749574996764,306.43749574996764,306.43749574996764,306.43749574996764,306.43749574996764,306.43749574996764,306.43749574996764,306.43749574996764,306.43749574996764,306.43749574996764,306.43749574996764,306.43749574996764,306.43749574996764,306.43749574996764,306.43749574996764,306.43749574996764,306.43749574996764,306.43749574996764,306.43749574996764,306.43749574996764,0.014419833023566753,Felix,2022-09-18_18h57.55.695,PD,2022.2.4,None,
