tl_p,tl_o,bl_p,bl_o,tr_p,tr_o,br_p,br_o,practice_intro_loop.thisRepN,practice_intro_loop.thisTrialN,practice_intro_loop.thisN,practice_intro_loop.thisIndex,initial_choice_loop.thisRepN,initial_choice_loop.thisTrialN,initial_choice_loop.thisN,initial_choice_loop.thisIndex,initial_other_choice,other_name,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,order,intro_mouse.x,intro_mouse.y,intro_mouse.leftButton,intro_mouse.midButton,intro_mouse.rightButton,intro_mouse.clicked_name,intro_key.keys,username_resp.keys,name_key.keys,name_mouse.x,name_mouse.y,name_mouse.leftButton,name_mouse.midButton,name_mouse.rightButton,name_mouse.clicked_name,selected_avatar,avatar_mouse.x,avatar_mouse.y,avatar_mouse.leftButton,avatar_mouse.midButton,avatar_mouse.rightButton,intro2_key.keys,practice_top_left_3.started,practice_top_right_3.started,practice_bottom_left_3.started,practice_bottom_right_3.started,practice_top_left1_3.started,practice_topleft2_3.started,practice_bottom_left1_3.started,practice_bottom_left2_3.started,practice_top_right1_3.started,practice_top_right2_3.started,practice_bottom_right1_3.started,practice_bottom_right2_3.started,practice_topright_header_3.started,practice_bottomtop_header_3.started,practice_participant_header_3.started,practice_other_header_3.started,practice_avatar_trial_3.started,practice_bottombottom_header_3.started,practice_topleft_header_3.started,practice_example_text_3.started,practice_trial_intro1_cont.started,practice_trial_intro1_mouse.started,practice_top_left_2.started,practice_top_right_2.started,practice_bottom_left_2.started,practice_bottom_right_2.started,practice_top_left1_2.started,practice_topleft2_2.started,practice_bottom_left1_2.started,practice_bottom_left2_2.started,practice_top_right1_2.started,practice_top_right2_2.started,practice_bottom_right1_2.started,practice_bottom_right2_2.started,practice_topright_header_2.started,practice_bottomtop_header_2.started,practice_participant_header_2.started,practice_other_header_2.started,practice_avatar_trial_2.started,practice_bottombottom_header_2.started,practice_topleft_header_2.started,practice_example_text_2.started,practice_trial_intro2_cont.started,practice_trial_intro2_mouse.started,practice_top_left_4.started,practice_top_right_4.started,practice_bottom_left_4.started,practice_bottom_right_4.started,practice_top_left1_4.started,practice_topleft2_4.started,practice_bottom_left1_4.started,practice_bottom_left2_4.started,practice_top_right1_4.started,practice_top_right2_4.started,practice_bottom_right1_4.started,practice_bottom_right2_4.started,practice_topright_header_4.started,practice_bottomtop_header_4.started,practice_participant_header_4.started,practice_other_header_4.started,practice_avatar_trial_4.started,practice_bottombottom_header_4.started,practice_topleft_header_4.started,practice_example_text_4.started,practice_trial_intro1_cont_2.started,practice_trial_intro1_mouse_2.started,practice_top_left_5.started,practice_top_right_5.started,practice_bottom_left_5.started,practice_bottom_right_5.started,practice_top_left1_5.started,practice_topleft2_5.started,practice_bottom_left1_5.started,practice_bottom_left2_5.started,practice_top_right1_5.started,practice_top_right2_5.started,practice_bottom_right1_5.started,practice_bottom_right2_5.started,practice_topright_header_5.started,practice_bottomtop_header_5.started,practice_participant_header_5.started,practice_other_header_5.started,practice_avatar_trial_5.started,practice_bottombottom_header_5.started,practice_topleft_header_5.started,practice_example_text_5.started,practice_trial_intro1_cont_3.started,practice_trial_intro1_mouse_3.started,practice_top_left_6.started,practice_top_right_6.started,practice_bottom_left_6.started,practice_bottom_right_6.started,practice_top_left1_6.started,practice_topleft2_6.started,practice_bottom_left1_6.started,practice_bottom_left2_6.started,practice_top_right1_6.started,practice_top_right2_6.started,practice_bottom_right1_6.started,practice_bottom_right2_6.started,practice_topright_header_6.started,practice_bottomtop_header_6.started,practice_participant_header_6.started,practice_other_header_6.started,practice_avatar_trial_6.started,practice_bottombottom_header_6.started,practice_topleft_header_6.started,practice_example_text_6.started,practice_trial_intro1_cont_4.started,practice_trial_intro1_mouse_4.started,practice_top_left_7.started,practice_top_right_7.started,practice_bottom_left_7.started,practice_bottom_right_7.started,practice_top_left1_7.started,practice_topleft2_7.started,practice_bottom_left1_7.started,practice_bottom_left2_7.started,practice_top_right1_7.started,practice_top_right2_7.started,practice_bottom_right1_7.started,practice_bottom_right2_7.started,practice_topright_header_7.started,practice_bottomtop_header_7.started,practice_participant_header_7.started,practice_other_header_7.started,practice_avatar_trial_7.started,practice_bottombottom_header_7.started,practice_topleft_header_7.started,practice_example_text_7.started,practice_trial_intro1_cont_5.started,practice_trial_intro1_mouse_5.started,practice_top_left_8.started,practice_top_right_8.started,practice_bottom_left_8.started,practice_bottom_right_8.started,practice_top_left1_8.started,practice_topleft2_8.started,practice_bottom_left1_8.started,practice_bottom_left2_8.started,practice_top_right1_8.started,practice_top_right2_8.started,practice_bottom_right1_8.started,practice_bottom_right2_8.started,practice_topright_header_8.started,practice_bottomtop_header_8.started,practice_participant_header_8.started,practice_other_header_8.started,practice_avatar_trial_8.started,practice_bottombottom_header_8.started,practice_topleft_header_8.started,practice_example_text_8.started,practice_trial_intro1_cont_6.started,practice_trial_intro1_mouse_6.started,other_avatar,other_introduction_text_2.started,participant_avatar_other_intro_2.started,other_avatar_other_intro_2.started,continue_other_intro_text_2.started,other_intro_mouse_2.started,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,A,-0.1125,-0.8,1,0,0,continue_intro_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-02_01h01.40.373,PD,2022.2.4,59.96929572415742,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-02_01h01.40.373,PD,2022.2.4,59.96929572415742,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-02_01h01.40.373,PD,2022.2.4,59.96929572415742,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-02_01h01.40.373,PD,2022.2.4,59.96929572415742,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1125,-0.8055555555555556,1,0,0,continue_name_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-02_01h01.40.373,PD,2022.2.4,59.96929572415742,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avatar5,0.096875,-0.4777777777777778,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-02_01h01.40.373,PD,2022.2.4,59.96929572415742,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-02_01h01.40.373,PD,2022.2.4,59.96929572415742,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-02_01h01.40.373,PD,2022.2.4,59.96929572415742,
1,1,0,1.5,1.5,0,0.5,0.5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.73866369994357,48.73866369994357,48.73866369994357,48.73866369994357,48.73866369994357,48.73866369994357,48.73866369994357,48.73866369994357,48.73866369994357,48.73866369994357,48.73866369994357,48.73866369994357,48.73866369994357,48.73866369994357,48.73866369994357,48.73866369994357,48.73866369994357,48.73866369994357,48.73866369994357,48.73866369994357,48.73866369994357,0.08607960003428161,49.56935839995276,49.56935839995276,49.56935839995276,49.56935839995276,49.56935839995276,49.56935839995276,49.56935839995276,49.56935839995276,49.56935839995276,49.56935839995276,49.56935839995276,49.56935839995276,49.56935839995276,49.56935839995276,49.56935839995276,49.56935839995276,49.56935839995276,49.56935839995276,49.56935839995276,49.56935839995276,49.56935839995276,0.05129269999451935,50.00527969992254,50.00527969992254,50.00527969992254,50.00527969992254,50.00527969992254,50.00527969992254,50.00527969992254,50.00527969992254,50.00527969992254,50.00527969992254,50.00527969992254,50.00527969992254,50.00527969992254,50.00527969992254,50.00527969992254,50.00527969992254,50.00527969992254,50.00527969992254,50.00527969992254,50.00527969992254,50.00527969992254,0.040770099963992834,50.190564499935135,50.190564499935135,50.190564499935135,50.190564499935135,50.190564499935135,50.190564499935135,50.190564499935135,50.190564499935135,50.190564499935135,50.190564499935135,50.190564499935135,50.190564499935135,50.190564499935135,50.190564499935135,50.190564499935135,50.190564499935135,50.190564499935135,50.190564499935135,50.190564499935135,50.190564499935135,50.190564499935135,0.03395010007079691,50.39489409991074,50.39489409991074,50.39489409991074,50.39489409991074,50.39489409991074,50.39489409991074,50.39489409991074,50.39489409991074,50.39489409991074,50.39489409991074,50.39489409991074,50.39489409991074,50.39489409991074,50.39489409991074,50.39489409991074,50.39489409991074,50.39489409991074,50.39489409991074,50.39489409991074,50.39489409991074,50.39489409991074,0.043358399998396635,50.638936699950136,50.638936699950136,50.638936699950136,50.638936699950136,50.638936699950136,50.638936699950136,50.638936699950136,50.638936699950136,50.638936699950136,50.638936699950136,50.638936699950136,50.638936699950136,50.638936699950136,50.638936699950136,50.638936699950136,50.638936699950136,50.638936699950136,50.638936699950136,50.638936699950136,50.638936699950136,50.638936699950136,0.05208589998073876,51.05096349993255,51.05096349993255,51.05096349993255,51.05096349993255,51.05096349993255,51.05096349993255,51.05096349993255,51.05096349993255,51.05096349993255,51.05096349993255,51.05096349993255,51.05096349993255,51.05096349993255,51.05096349993255,51.05096349993255,51.05096349993255,51.05096349993255,51.05096349993255,51.05096349993255,51.05096349993255,51.05096349993255,0.050810599932447076,,,,,,,,2022-10-02_01h01.40.373,PD,2022.2.4,59.96929572415742,
None,None,None,None,None,None,None,None,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.51814479997847,51.51814479997847,51.51814479997847,51.51814479997847,51.51814479997847,51.51814479997847,51.51814479997847,51.51814479997847,51.51814479997847,51.51814479997847,51.51814479997847,51.51814479997847,51.51814479997847,51.51814479997847,51.51814479997847,51.51814479997847,51.51814479997847,51.51814479997847,51.51814479997847,51.51814479997847,51.51814479997847,0.04011470009572804,53.35804979992099,53.35804979992099,53.35804979992099,53.35804979992099,53.35804979992099,53.35804979992099,53.35804979992099,53.35804979992099,53.35804979992099,53.35804979992099,53.35804979992099,53.35804979992099,53.35804979992099,53.35804979992099,53.35804979992099,53.35804979992099,53.35804979992099,53.35804979992099,53.35804979992099,53.35804979992099,53.35804979992099,0.05657560005784035,53.65324999997392,53.65324999997392,53.65324999997392,53.65324999997392,53.65324999997392,53.65324999997392,53.65324999997392,53.65324999997392,53.65324999997392,53.65324999997392,53.65324999997392,53.65324999997392,53.65324999997392,53.65324999997392,53.65324999997392,53.65324999997392,53.65324999997392,53.65324999997392,53.65324999997392,53.65324999997392,53.65324999997392,0.04452659992966801,53.90445449994877,53.90445449994877,53.90445449994877,53.90445449994877,53.90445449994877,53.90445449994877,53.90445449994877,53.90445449994877,53.90445449994877,53.90445449994877,53.90445449994877,53.90445449994877,53.90445449994877,53.90445449994877,53.90445449994877,53.90445449994877,53.90445449994877,53.90445449994877,53.90445449994877,53.90445449994877,53.90445449994877,0.04983859998174012,54.141159899998456,54.141159899998456,54.141159899998456,54.141159899998456,54.141159899998456,54.141159899998456,54.141159899998456,54.141159899998456,54.141159899998456,54.141159899998456,54.141159899998456,54.141159899998456,54.141159899998456,54.141159899998456,54.141159899998456,54.141159899998456,54.141159899998456,54.141159899998456,54.141159899998456,54.141159899998456,54.141159899998456,0.039337299996986985,54.4346997999819,54.4346997999819,54.4346997999819,54.4346997999819,54.4346997999819,54.4346997999819,54.4346997999819,54.4346997999819,54.4346997999819,54.4346997999819,54.4346997999819,54.4346997999819,54.4346997999819,54.4346997999819,54.4346997999819,54.4346997999819,54.4346997999819,54.4346997999819,54.4346997999819,54.4346997999819,54.4346997999819,0.04941839992534369,54.62926570000127,54.62926570000127,54.62926570000127,54.62926570000127,54.62926570000127,54.62926570000127,54.62926570000127,54.62926570000127,54.62926570000127,54.62926570000127,54.62926570000127,54.62926570000127,54.62926570000127,54.62926570000127,54.62926570000127,54.62926570000127,54.62926570000127,54.62926570000127,54.62926570000127,54.62926570000127,54.62926570000127,0.039490200113505125,,,,,,,,2022-10-02_01h01.40.373,PD,2022.2.4,59.96929572415742,
