,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.46200300000055,17.46200300000055,Felix,-0.06979166666666667,-0.8074074074074075,1,0,0,name_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-02_21h04.54.149,PD,2022.2.4,59.92031796044683,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avatar5,-0.04895833333333333,-0.5611111111111111,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-02_21h04.54.149,PD,2022.2.4,59.92031796044683,
,,,,,,,,,Defect,Jo,70,70,0,105,105,0,35,35,,,,,0,0,0,0,0,5,5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate,Defect,Defect,Defect,35,35,175,0.10104166666666667,-0.7592592592592593,1,0,0,right_choice,108.54988560000129,108.54988560000129,108.54988560000129,108.54988560000129,108.54988560000129,108.54988560000129,108.54988560000129,108.54988560000129,108.54988560000129,108.54988560000129,108.54988560000129,"No
35","Yes
35x1.0000000000000002",Y,35.00000000000001,261.6,0.14791666666666667,-0.362962962962963,1,0,0,mult_right,113.53323530000125,113.53323530000125,113.53323530000125,113.53323530000125,113.53323530000125,113.53323530000125,113.53323530000125,113.53323530000125,113.53323530000125,113.53323530000125,113.53323530000125,113.53323530000125,113.53323530000125,113.53323530000125,0.0589293999983056,,2022-10-02_21h04.54.149,PD,2022.2.4,59.92031796044683,
,,,,,,,,,Defect,Jo,54,54,0,81,81,0,27,27,,,,,0,0,0,0,0,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate,Defect,Defect,Defect,27,27,202,0.17916666666666667,-0.6777777777777778,1,0,0,right_choice,115.50505930000145,115.50505930000145,115.50505930000145,115.50505930000145,115.50505930000145,115.50505930000145,115.50505930000145,115.50505930000145,115.50505930000145,115.50505930000145,115.50505930000145,"Yes
27x1.2000000000000002","No
27",Y,32.400000000000006,294.0,-0.153125,-0.3648148148148148,1,0,0,mult_left,119.00132419999863,119.00132419999863,119.00132419999863,119.00132419999863,119.00132419999863,119.00132419999863,119.00132419999863,119.00132419999863,119.00132419999863,119.00132419999863,119.00132419999863,119.00132419999863,119.00132419999863,119.00132419999863,0.0782495999992534,,2022-10-02_21h04.54.149,PD,2022.2.4,59.92031796044683,
,,,,,,,,,Defect,Jo,64,64,0,96,96,0,32,32,,,,,0,0,0,0,0,7,7,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate,Defect,Defect,Defect,32,32,234,0.11770833333333333,-0.7314814814814815,1,0,0,right_choice,120.8415731999994,120.8415731999994,120.8415731999994,120.8415731999994,120.8415731999994,120.8415731999994,120.8415731999994,120.8415731999994,120.8415731999994,120.8415731999994,120.8415731999994,"No
32","Yes
32x1.0000000000000002",Y,32.00000000000001,326.0,0.13333333333333333,-0.3611111111111111,1,0,0,mult_right,123.78444540000055,123.78444540000055,123.78444540000055,123.78444540000055,123.78444540000055,123.78444540000055,123.78444540000055,123.78444540000055,123.78444540000055,123.78444540000055,123.78444540000055,123.78444540000055,123.78444540000055,123.78444540000055,0.06668680000075256,,2022-10-02_21h04.54.149,PD,2022.2.4,59.92031796044683,
,,,,,,,,,Defect,Jo,46,46,0,69,69,0,23,23,,,,,0,0,0,0,0,8,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate,Defect,Defect,Defect,23,23,257,0.14895833333333333,-0.6611111111111111,1,0,0,right_choice,127.17091860000073,127.17091860000073,127.17091860000073,127.17091860000073,127.17091860000073,127.17091860000073,127.17091860000073,127.17091860000073,127.17091860000073,127.17091860000073,127.17091860000073,"Yes
23x1.2000000000000002","No
23",N,23,349.0,0.11979166666666667,-0.3296296296296296,1,0,0,mult_right,133.53036330000032,133.53036330000032,133.53036330000032,133.53036330000032,133.53036330000032,133.53036330000032,133.53036330000032,133.53036330000032,133.53036330000032,133.53036330000032,133.53036330000032,133.53036330000032,133.53036330000032,133.53036330000032,0.06047690000195871,,2022-10-02_21h04.54.149,PD,2022.2.4,59.92031796044683,
,,,,,,,,,Defect,Jo,12,12,0,18,18,0,6,6,,,,,0,0,0,0,0,9,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate,Defect,Defect,Defect,6,6,263,0.153125,-0.7148148148148148,1,0,0,right_choice,136.9755555999982,136.9755555999982,136.9755555999982,136.9755555999982,136.9755555999982,136.9755555999982,136.9755555999982,136.9755555999982,136.9755555999982,136.9755555999982,136.9755555999982,"No
6","Yes
6x1.4000000000000001",N,6,355.0,-0.134375,-0.34629629629629627,1,0,0,mult_left,141.2845269999998,141.2845269999998,141.2845269999998,141.2845269999998,141.2845269999998,141.2845269999998,141.2845269999998,141.2845269999998,141.2845269999998,141.2845269999998,141.2845269999998,141.2845269999998,141.2845269999998,141.2845269999998,0.07121639999968465,,2022-10-02_21h04.54.149,PD,2022.2.4,59.92031796044683,
,,,,,,,,,Defect,Jo,26,26,0,39,39,0,13,13,,,,,0,0,0,0,0,10,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Defect,Cooperate,Defect,Defect,13,13,276,-0.103125,-0.6518518518518519,1,0,0,left_choice,144.02192279999872,144.02192279999872,144.02192279999872,144.02192279999872,144.02192279999872,144.02192279999872,144.02192279999872,144.02192279999872,144.02192279999872,144.02192279999872,144.02192279999872,"Yes
13x1.6","No
13",N,13,368.0,0.134375,-0.3907407407407407,1,0,0,mult_right,145.17860569999903,145.17860569999903,145.17860569999903,145.17860569999903,145.17860569999903,145.17860569999903,145.17860569999903,145.17860569999903,145.17860569999903,145.17860569999903,145.17860569999903,145.17860569999903,145.17860569999903,145.17860569999903,0.06338790000154404,,2022-10-02_21h04.54.149,PD,2022.2.4,59.92031796044683,
,,,,,,,,,Defect,Jo,68,68,0,102,102,0,34,34,,,,,0,0,0,0,0,11,11,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Defect,Cooperate,Defect,Defect,34,34,310,-0.11979166666666667,-0.7611111111111111,1,0,0,left_choice,146.7583760000016,146.7583760000016,146.7583760000016,146.7583760000016,146.7583760000016,146.7583760000016,146.7583760000016,146.7583760000016,146.7583760000016,146.7583760000016,146.7583760000016,"Yes
34x1.8","No
34",N,34,402.0,0.15,-0.40185185185185185,1,0,0,mult_right,147.65608900000007,147.65608900000007,147.65608900000007,147.65608900000007,147.65608900000007,147.65608900000007,147.65608900000007,147.65608900000007,147.65608900000007,147.65608900000007,147.65608900000007,147.65608900000007,147.65608900000007,147.65608900000007,0.059394500000053085,,2022-10-02_21h04.54.149,PD,2022.2.4,59.92031796044683,
,,,,,,,,,Defect,Jo,40,40,0,60,60,0,20,20,,,,,0,0,0,0,0,12,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Defect,Cooperate,Defect,Defect,20,20,330,-0.13541666666666666,-0.7611111111111111,1,0,0,left_choice,149.10826729999826,149.10826729999826,149.10826729999826,149.10826729999826,149.10826729999826,149.10826729999826,149.10826729999826,149.10826729999826,149.10826729999826,149.10826729999826,149.10826729999826,"No
20","Yes
20x2.0",N,20,422.0,-0.15833333333333333,-0.37592592592592594,1,0,0,mult_left,151.42801830000099,151.42801830000099,151.42801830000099,151.42801830000099,151.42801830000099,151.42801830000099,151.42801830000099,151.42801830000099,151.42801830000099,151.42801830000099,151.42801830000099,151.42801830000099,151.42801830000099,151.42801830000099,0.058942300001945114,,2022-10-02_21h04.54.149,PD,2022.2.4,59.92031796044683,
,,,,,,,,,Defect,Jo,16,16,0,24,24,0,8,8,,,,,0,0,0,0,0,13,13,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Defect,Cooperate,Defect,Defect,8,8,338,-0.17395833333333333,-0.8111111111111111,1,0,0,left_choice,152.99375109999892,152.99375109999892,152.99375109999892,152.99375109999892,152.99375109999892,152.99375109999892,152.99375109999892,152.99375109999892,152.99375109999892,152.99375109999892,152.99375109999892,"No
8","Yes
8x2.2",N,8,430.0,-0.14270833333333333,-0.42962962962962964,1,0,0,mult_left,154.59672510000019,154.59672510000019,154.59672510000019,154.59672510000019,154.59672510000019,154.59672510000019,154.59672510000019,154.59672510000019,154.59672510000019,154.59672510000019,154.59672510000019,154.59672510000019,154.59672510000019,154.59672510000019,0.07775939999919501,,2022-10-02_21h04.54.149,PD,2022.2.4,59.92031796044683,
,,,,,,,,,Defect,Jo,80,80,0,120,120,0,40,40,,,,,0,0,0,0,0,14,14,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Defect,Cooperate,Defect,Defect,40,40,378,-0.17291666666666666,-0.7611111111111111,1,0,0,left_choice,155.93970099999933,155.93970099999933,155.93970099999933,155.93970099999933,155.93970099999933,155.93970099999933,155.93970099999933,155.93970099999933,155.93970099999933,155.93970099999933,155.93970099999933,"No
40","Yes
40x2.4000000000000004",N,40,470.0,-0.14479166666666668,-0.37037037037037035,1,0,0,mult_left,157.82076329999836,157.82076329999836,157.82076329999836,157.82076329999836,157.82076329999836,157.82076329999836,157.82076329999836,157.82076329999836,157.82076329999836,157.82076329999836,157.82076329999836,157.82076329999836,157.82076329999836,157.82076329999836,0.0689715000007709,,2022-10-02_21h04.54.149,PD,2022.2.4,59.92031796044683,
,,,,,,,,,Defect,Jo,20,20,0,30,30,0,10,10,,,,,0,0,0,0,0,15,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate,Defect,Defect,Defect,10,10,388,0.21354166666666666,-0.6611111111111111,1,0,0,right_choice,159.96143319999828,159.96143319999828,159.96143319999828,159.96143319999828,159.96143319999828,159.96143319999828,159.96143319999828,159.96143319999828,159.96143319999828,159.96143319999828,159.96143319999828,"No
10","Yes
10x2.6000000000000005",N,10,480.0,-0.14791666666666667,-0.35,1,0,0,mult_left,162.0619442999996,162.0619442999996,162.0619442999996,162.0619442999996,162.0619442999996,162.0619442999996,162.0619442999996,162.0619442999996,162.0619442999996,162.0619442999996,162.0619442999996,162.0619442999996,162.0619442999996,162.0619442999996,0.06830149999950663,,2022-10-02_21h04.54.149,PD,2022.2.4,59.92031796044683,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate,Defect,Defect,Defect,31,31,419,0.1125,-0.7814814814814814,1,0,0,right_choice,163.6351246999984,163.6351246999984,163.6351246999984,163.6351246999984,163.6351246999984,163.6351246999984,163.6351246999984,163.6351246999984,163.6351246999984,163.6351246999984,163.6351246999984,"Yes
31x2.8000000000000007","No
31",N,31,511.0,0.15729166666666666,-0.34814814814814815,1,0,0,mult_right,165.51427820000026,165.51427820000026,165.51427820000026,165.51427820000026,165.51427820000026,165.51427820000026,165.51427820000026,165.51427820000026,165.51427820000026,165.51427820000026,165.51427820000026,165.51427820000026,165.51427820000026,165.51427820000026,0.08307320000312757,,,,,,
