tl_p_intro,tl_o_intro,bl_p_intro,bl_o_intro,tr_p_intro,tr_o_intro,br_p_intro,br_o_intro,initial_other_choice,other_name,tl_p,tl_o,bl_p,bl_o,tr_p,tr_o,br_p,br_o,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,initial_choice_loop.thisRepN,initial_choice_loop.thisTrialN,initial_choice_loop.thisN,initial_choice_loop.thisIndex,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,order,start_mouse.x,start_mouse.y,start_mouse.leftButton,start_mouse.midButton,start_mouse.rightButton,start_mouse.clicked_name,name_text.started,type_name.started,type_name.text,name_mouse.x,name_mouse.y,name_mouse.leftButton,name_mouse.midButton,name_mouse.rightButton,name_mouse.clicked_name,selected_avatar,avatar_mouse.x,avatar_mouse.y,avatar_mouse.leftButton,avatar_mouse.midButton,avatar_mouse.rightButton,practice_avatar_1.started,practice_top_left_1.started,practice_top_right_1.started,practice_bottom_left_1.started,practice_bottom_right_1.started,practice_points_tl_p_1.started,practice_points_tl_o_1.started,practice_points_bl_p_1.started,practice_points_bl_o_1.started,practice_points_tr_p_1.started,practice_points_tr_o_1.started,practice_points_br_p_1.started,practice_points_br_o_1.started,practice_tr_header_1.started,practice_bt_header_1.started,practice_p_header_1.started,practice_o_header_1.started,practice_bb_header_1.started,practice_tl_header_1.started,practice_text_1.started,practice_cont_1.started,practice_mouse_1.started,practice_avatar_2.started,practice_top_left_2.started,practice_top_right_2.started,practice_bottom_left_2.started,practice_bottom_right_2.started,practice_points_tl_p_2.started,practice_points_tl_o_2.started,practice_points_bl_p_2.started,practice_points_bl_o_2.started,practice_points_tr_p_2.started,practice_points_tr_o_2.started,practice_points_br_p_2.started,practice_points_br_o_2.started,practice_tr_header_2.started,practice_bt_header_2.started,practice_p_header_2.started,practice_o_header_2.started,practice_bb_header_2.started,practice_tl_header_2.started,practice_text_2.started,practice_cont_2.started,practice_mouse_2.started,practice_avatar_3.started,practice_top_left_3.started,practice_top_right_3.started,practice_bottom_left_3.started,practice_bottom_right_3.started,practice_points_tl_p_3.started,practice_points_tl_o_3.started,practice_points_bl_p_3.started,practice_points_bl_o_3.started,practice_points_tr_p_3.started,practice_points_tr_o_3.started,practice_points_br_p_3.started,practice_points_br_o_3.started,practice_tr_header_3.started,practice_bt_header_3.started,practice_p_header_3.started,practice_o_header_3.started,practice_bb_header_3.started,practice_tl_header_3.started,practice_text_3.started,practice_cont_3.started,practice_mouse_3.started,practice_avatar_4.started,practice_top_left_4.started,practice_top_right_4.started,practice_bottom_left_4.started,practice_bottom_right_4.started,practice_points_tl_p_4.started,practice_points_tl_o_4.started,practice_points_bl_p_4.started,practice_points_bl_o_4.started,practice_points_tr_p_4.started,practice_points_tr_o_4.started,practice_points_br_p_4.started,practice_points_br_o_4.started,practice_tr_header_4.started,practice_bt_header_4.started,practice_p_header_4.started,practice_o_header_4.started,practice_bb_header_4.started,practice_tl_header_4.started,practice_text_4.started,practice_cont_4.started,practice_mouse_4.started,practice_avatar_trial_5.started,practice_top_left_5.started,practice_top_right_5.started,practice_bottom_left_5.started,practice_bottom_right_5.started,practice_points_tl_p_5.started,practice_points_tl_o_5.started,practice_points_bl_p_5.started,practice_points_bl_o_5.started,practice_points_tr_p_5.started,practice_points_tr_o_5.started,practice_points_br_p_5.started,practice_points_br_o_5.started,practice_tr_header_5.started,practice_bt_header_5.started,practice_p_header_5.started,practice_o_header_5.started,practice_bb_header_5.started,practice_tl_header_5.started,practice_text_5.started,practice_cont_5.started,practice_mouse_5.started,practice_avatar_6.started,practice_top_left_6.started,practice_top_right_6.started,practice_bottom_left_6.started,practice_bottom_right_6.started,practice_points_tl_p_6.started,practice_points_tl_o_6.started,practice_points_bl_p_6.started,practice_points_bl_o_6.started,practice_points_tr_p_6.started,practice_points_tr_o_6.started,practice_points_br_p_6.started,practice_points_br_o_6.started,practice_tr_header_6.started,practice_bt_header_6.started,practice_p_header_6.started,practice_o_header_6.started,practice_bb_header_6.started,practice_tl_header_6.started,practice_text_6.started,practice_cont_6.started,practice_mouse_6.started,practice_avatar_7.started,practice_top_left_7.started,practice_top_right_7.started,practice_bottom_left_7.started,practice_bottom_right_7.started,practice_points_tl_p_7.started,practice_points_tl_o_7.started,practice_points_bl_p_7.started,practice_points_bl_o_7.started,practice_points_tr_p_7.started,practice_points_tr_o_7.started,practice_points_br_p_7.started,practice_points_br_o_7.started,practice_tr_header_7.started,practice_bt_header_7.started,practice_p_header_7.started,practice_other_header_7.started,practice_bb_header_7.started,practice_tl_header_7.started,practice_text_7.started,practice_cont_7.started,practice_mouse_7.started,other_avatar,o_intro_text.started,o_intro_avatar_p.started,o_intro_avatar_o.started,o_intro_cont.started,o_intro_mouse.started,left_text,right_text,choice,other_choice,participant_points,other_points,participant_points_total,other_points_total,trial_mouse.x,trial_mouse.y,trial_mouse.leftButton,trial_mouse.midButton,trial_mouse.rightButton,trial_mouse.clicked_name,feedback_scoreboard_o.started,feedback_scoreboard_p.started,feedback_avatar_o.started,feedback_avatar_p.started,feedback_choice_p.started,feedback_choice_o.started,feedback_points_p.started,feedback_points_o.started,feedback_total_p.started,feedback_total_o.started,feedback_name_p.started,feedback_name_o.started,feedback_scoreboard.started,feedback_cont.started,feedback_mouse.started,p_total_text.started,o_total_text.started,participant_avatar_scoreboard.started,p_name_text.started,o_name_text.started,other_avatar_scoreboard.started,name_header.started,total_point_header.started,scoreboard_cont_text.started,scoreabord_mouse.started,scoreboard_intro_text.started,end_routine_text.started,end_routine_continue_text.started,end_routine_mouse.started,ID,date,expName,psychopyVersion,frameRate,
,,,,,,,,Cooperate,Alex,16,16,0,24,24,0,8,8,,,,,0,0,0,0,0,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Defect,Cooperate,Cooperate,Cooperate,16,16,112,196,0.06666666666666667,-0.7796296296296297,1,0,0,right_choice,68.81559950000064,68.81559950000064,68.81559950000064,68.81559950000064,68.81559950000064,68.81559950000064,68.81559950000064,68.81559950000064,68.81559950000064,68.81559950000064,68.81559950000064,68.81559950000064,68.81559950000064,68.81559950000064,0.1718324000003122,,,,,,,,,,,,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
,,,,,,,,Cooperate,Alex,12,12,0,18,18,0,6,6,,,,,0,0,0,0,0,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate,Defect,Defect,Cooperate,18,0,130,196,0.07291666666666667,-0.7611111111111111,1,0,0,right_choice,69.96924350000063,69.96924350000063,69.96924350000063,69.96924350000063,69.96924350000063,69.96924350000063,69.96924350000063,69.96924350000063,69.96924350000063,69.96924350000063,69.96924350000063,69.96924350000063,69.96924350000063,69.96924350000063,0.0760749000000942,,,,,,,,,,,,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
,,,,,,,,Cooperate,Alex,44,44,0,66,66,0,22,22,,,,,0,0,0,0,0,7,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate,Defect,Defect,Defect,22,22,152,218,0.09895833333333333,-0.7240740740740741,1,0,0,right_choice,71.35141530000055,71.35141530000055,71.35141530000055,71.35141530000055,71.35141530000055,71.35141530000055,71.35141530000055,71.35141530000055,71.35141530000055,71.35141530000055,71.35141530000055,71.35141530000055,71.35141530000055,71.35141530000055,0.16037859999960347,,,,,,,,,,,,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
,,,,,,,,Cooperate,Alex,26,26,0,39,39,0,13,13,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate,Defect,Defect,Defect,13,13,165,231,0.109375,-0.7425925925925926,1,0,0,right_choice,73.16820030000054,73.16820030000054,73.16820030000054,73.16820030000054,73.16820030000054,73.16820030000054,73.16820030000054,73.16820030000054,73.16820030000054,73.16820030000054,73.16820030000054,73.16820030000054,73.16820030000054,73.16820030000054,0.07777320000059262,,,,,,,,,,,,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
,,,,,,,,Cooperate,Alex,6,6,0,9,9,0,3,3,,,,,0,0,0,0,0,9,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate,Defect,Defect,Defect,3,3,168,234,0.125,-0.737037037037037,1,0,0,right_choice,75.6405977000004,75.6405977000004,75.6405977000004,75.6405977000004,75.6405977000004,75.6405977000004,75.6405977000004,75.6405977000004,75.6405977000004,75.6405977000004,75.6405977000004,75.6405977000004,75.6405977000004,75.6405977000004,0.08037829999921087,,,,,,,,,,,,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
,,,,,,,,Cooperate,Alex,20,20,0,30,30,0,10,10,,,,,0,0,0,0,0,10,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate,Defect,Defect,Defect,10,10,178,244,0.12708333333333333,-0.7574074074074074,1,0,0,right_choice,77.37211180000031,77.37211180000031,77.37211180000031,77.37211180000031,77.37211180000031,77.37211180000031,77.37211180000031,77.37211180000031,77.37211180000031,77.37211180000031,77.37211180000031,77.37211180000031,77.37211180000031,77.37211180000031,0.07692039999983535,,,,,,,,,,,,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
,,,,,,,,Cooperate,Alex,8,8,0,12,12,0,4,4,,,,,0,0,0,0,0,11,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate,Defect,Defect,Defect,4,4,182,248,0.15208333333333332,-0.7388888888888889,1,0,0,right_choice,79.27297810000073,79.27297810000073,79.27297810000073,79.27297810000073,79.27297810000073,79.27297810000073,79.27297810000073,79.27297810000073,79.27297810000073,79.27297810000073,79.27297810000073,79.27297810000073,79.27297810000073,79.27297810000073,0.12143290000039997,,,,,,,,,,,,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
,,,,,,,,Cooperate,Alex,80,80,0,120,120,0,40,40,,,,,0,0,0,0,0,12,12,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate,Defect,Defect,Defect,40,40,222,288,0.12708333333333333,-0.7796296296296297,1,0,0,right_choice,83.17886960000033,83.17886960000033,83.17886960000033,83.17886960000033,83.17886960000033,83.17886960000033,83.17886960000033,83.17886960000033,83.17886960000033,83.17886960000033,83.17886960000033,83.17886960000033,83.17886960000033,83.17886960000033,0.07781140000042797,,,,,,,,,,,,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
,,,,,,,,Cooperate,Alex,68,68,0,102,102,0,34,34,,,,,0,0,0,0,0,13,13,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate,Defect,Defect,Defect,34,34,256,322,0.2125,-0.6907407407407408,1,0,0,right_choice,85.3537438000003,85.3537438000003,85.3537438000003,85.3537438000003,85.3537438000003,85.3537438000003,85.3537438000003,85.3537438000003,85.3537438000003,85.3537438000003,85.3537438000003,85.3537438000003,85.3537438000003,85.3537438000003,0.07900549999976647,,,,,,,,,,,,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
,,,,,,,,Cooperate,Alex,30,30,0,45,45,0,15,15,,,,,0,0,0,0,0,14,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Defect,Cooperate,Cooperate,Defect,0,45,256,367,0.13645833333333332,-0.7592592592592593,1,0,0,right_choice,87.10594650000075,87.10594650000075,87.10594650000075,87.10594650000075,87.10594650000075,87.10594650000075,87.10594650000075,87.10594650000075,87.10594650000075,87.10594650000075,87.10594650000075,87.10594650000075,87.10594650000075,87.10594650000075,0.08663669999987178,,,,,,,,,,,,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
,,,,,,,,Cooperate,Alex,88,88,0,132,132,0,44,44,,,,,0,0,0,0,0,15,15,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Defect,Cooperate,Cooperate,Cooperate,88,88,344,455,0.057291666666666664,-0.7777777777777778,1,0,0,right_choice,88.61839340000006,88.61839340000006,88.61839340000006,88.61839340000006,88.61839340000006,88.61839340000006,88.61839340000006,88.61839340000006,88.61839340000006,88.61839340000006,88.61839340000006,88.61839340000006,88.61839340000006,88.61839340000006,0.07747139999992214,,,,,,,,,,,,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
,,,,,,,,Cooperate,Alex,62,62,0,93,93,0,31,31,,,,,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate,Defect,Defect,Cooperate,93,0,437,455,0.10625,-0.7592592592592593,1,0,0,right_choice,90.05947080000078,90.05947080000078,90.05947080000078,90.05947080000078,90.05947080000078,90.05947080000078,90.05947080000078,90.05947080000078,90.05947080000078,90.05947080000078,90.05947080000078,90.05947080000078,90.05947080000078,90.05947080000078,0.07849919999989652,,,,,,,,,,,,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
,,,,,,,,Cooperate,Alex,56,56,0,84,84,0,28,28,,,,,0,0,0,0,0,17,17,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate,Defect,Defect,Defect,28,28,465,483,0.153125,-0.7277777777777777,1,0,0,right_choice,91.54653370000051,91.54653370000051,91.54653370000051,91.54653370000051,91.54653370000051,91.54653370000051,91.54653370000051,91.54653370000051,91.54653370000051,91.54653370000051,91.54653370000051,91.54653370000051,91.54653370000051,91.54653370000051,0.08808779999981198,,,,,,,,,,,,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
,,,,,,,,Cooperate,Alex,96,96,0,144,144,0,48,48,,,,,0,0,0,0,0,18,18,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Defect,Cooperate,Cooperate,Defect,0,144,465,627,0.14375,-0.7,1,0,0,right_choice,93.7995531000006,93.7995531000006,93.7995531000006,93.7995531000006,93.7995531000006,93.7995531000006,93.7995531000006,93.7995531000006,93.7995531000006,93.7995531000006,93.7995531000006,93.7995531000006,93.7995531000006,93.7995531000006,0.08367999999973108,,,,,,,,,,,,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
,,,,,,,,Cooperate,Alex,40,40,0,60,60,0,20,20,,,,,0,0,0,0,0,19,19,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate,Defect,Defect,Cooperate,60,0,525,627,0.22708333333333333,-0.6611111111111111,1,0,0,right_choice,96.15268190000006,96.15268190000006,96.15268190000006,96.15268190000006,96.15268190000006,96.15268190000006,96.15268190000006,96.15268190000006,96.15268190000006,96.15268190000006,96.15268190000006,96.15268190000006,96.15268190000006,96.15268190000006,0.09184130000085133,,,,,,,,,,,,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
,,,,,,,,Cooperate,Alex,42,42,0,63,63,0,21,21,,,,,0,0,0,0,0,20,20,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate,Defect,Defect,Defect,21,21,546,648,0.10520833333333333,-0.7888888888888889,1,0,0,right_choice,98.5783390000006,98.5783390000006,98.5783390000006,98.5783390000006,98.5783390000006,98.5783390000006,98.5783390000006,98.5783390000006,98.5783390000006,98.5783390000006,98.5783390000006,98.5783390000006,98.5783390000006,98.5783390000006,0.08099069999934727,,,,,,,,,,,,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
,,,,,,,,Cooperate,Alex,34,34,0,51,51,0,17,17,,,,,0,0,0,0,0,21,21,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Defect,Cooperate,Defect,Defect,17,17,563,665,-0.06979166666666667,-0.774074074074074,1,0,0,left_choice,100.41999800000121,100.41999800000121,100.41999800000121,100.41999800000121,100.41999800000121,100.41999800000121,100.41999800000121,100.41999800000121,100.41999800000121,100.41999800000121,100.41999800000121,100.41999800000121,100.41999800000121,100.41999800000121,0.08117219999985537,,,,,,,,,,,,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
,,,,,,,,Cooperate,Alex,64,64,0,96,96,0,32,32,,,,,0,0,0,0,0,22,22,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Defect,Cooperate,Defect,Defect,32,32,595,697,-0.21145833333333333,-0.5907407407407408,1,0,0,left_choice,102.2605139999996,102.2605139999996,102.2605139999996,102.2605139999996,102.2605139999996,102.2605139999996,102.2605139999996,102.2605139999996,102.2605139999996,102.2605139999996,102.2605139999996,102.2605139999996,102.2605139999996,102.2605139999996,0.08097149999957765,,,,,,,,,,,,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
,,,,,,,,Cooperate,Alex,100,100,0,150,150,0,50,50,,,,,0,0,0,0,0,23,23,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate,Defect,Defect,Defect,50,50,645,747,0.23020833333333332,-0.6574074074074074,1,0,0,right_choice,104.14741549999962,104.14741549999962,104.14741549999962,104.14741549999962,104.14741549999962,104.14741549999962,104.14741549999962,104.14741549999962,104.14741549999962,104.14741549999962,104.14741549999962,104.14741549999962,104.14741549999962,104.14741549999962,0.08303840000007767,,,,,,,,,,,,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
,,,,,,,,Cooperate,Alex,84,84,0,126,126,0,42,42,,,,,0,0,0,0,0,24,24,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate,Defect,Defect,Defect,42,42,687,789,0.0875,-0.725925925925926,1,0,0,right_choice,105.88017729999956,105.88017729999956,105.88017729999956,105.88017729999956,105.88017729999956,105.88017729999956,105.88017729999956,105.88017729999956,105.88017729999956,105.88017729999956,105.88017729999956,105.88017729999956,105.88017729999956,105.88017729999956,0.08006370000111929,,,,,,,,,,,,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
,,,,,,,,Cooperate,Alex,82,82,0,123,123,0,41,41,,,,,0,0,0,0,0,25,25,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate,Defect,Defect,Defect,41,41,728,830,0.084375,-0.7722222222222223,1,0,0,right_choice,107.9716583999998,107.9716583999998,107.9716583999998,107.9716583999998,107.9716583999998,107.9716583999998,107.9716583999998,107.9716583999998,107.9716583999998,107.9716583999998,107.9716583999998,107.9716583999998,107.9716583999998,107.9716583999998,0.07748039999933098,,,,,,,,,,,,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
,,,,,,,,Cooperate,Alex,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.75710319999962,108.75710319999962,108.75710319999962,108.75710319999962,108.75710319999962,108.75710319999962,108.75710319999962,108.75710319999962,108.75710319999962,0.14523089999966032,108.75710319999962,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
,,,,,,,,Defect,Jo,96,96,0,144,144,0,48,48,,,,,0,1,1,1,0,0,0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avatar2.png,122.12072919999991,122.12072919999991,122.12072919999991,122.12072919999991,0.11016910000034841,Defect,Cooperate,Cooperate,Defect,0,144,0,144,0.09895833333333333,-0.6833333333333333,1,0,0,right_choice,128.28752600000007,128.28752600000007,128.28752600000007,128.28752600000007,128.28752600000007,128.28752600000007,128.28752600000007,128.28752600000007,128.28752600000007,128.28752600000007,128.28752600000007,128.28752600000007,128.28752600000007,128.28752600000007,0.1389216999996279,,,,,,,,,,,,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
,,,,,,,,Defect,Jo,42,42,0,63,63,0,21,21,,,,,0,1,1,1,0,1,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Defect,Cooperate,Defect,Cooperate,63,0,63,144,-0.13229166666666667,-0.6703703703703704,1,0,0,left_choice,130.17054389999976,130.17054389999976,130.17054389999976,130.17054389999976,130.17054389999976,130.17054389999976,130.17054389999976,130.17054389999976,130.17054389999976,130.17054389999976,130.17054389999976,130.17054389999976,130.17054389999976,130.17054389999976,0.09641159999955562,,,,,,,,,,,,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
