tl_p,tl_o,bl_p,bl_o,tr_p,tr_o,br_p,br_o,practice_intro_loop.thisRepN,practice_intro_loop.thisTrialN,practice_intro_loop.thisN,practice_intro_loop.thisIndex,order,intro_mouse.x,intro_mouse.y,intro_mouse.leftButton,intro_mouse.midButton,intro_mouse.rightButton,intro_mouse.clicked_name,intro_key.keys,username_resp.keys,name_key.keys,name_mouse.x,name_mouse.y,name_mouse.leftButton,name_mouse.midButton,name_mouse.rightButton,name_mouse.clicked_name,selected_avatar,avatar_mouse.x,avatar_mouse.y,avatar_mouse.leftButton,avatar_mouse.midButton,avatar_mouse.rightButton,intro2_key.keys,practice_top_left_3.started,practice_top_right_3.started,practice_bottom_left_3.started,practice_bottom_right_3.started,practice_top_left1_3.started,practice_topleft2_3.started,practice_bottom_left1_3.started,practice_bottom_left2_3.started,practice_top_right1_3.started,practice_top_right2_3.started,practice_bottom_right1_3.started,practice_bottom_right2_3.started,practice_topright_header_3.started,practice_bottomtop_header_3.started,practice_participant_header_3.started,practice_other_header_3.started,practice_avatar_trial_3.started,practice_bottombottom_header_3.started,practice_topleft_header_3.started,practice_example_text_3.started,practice_trial_intro1_cont.started,practice_trial_intro1_mouse.started,practice_top_left_2.started,practice_top_right_2.started,practice_bottom_left_2.started,practice_bottom_right_2.started,practice_top_left1_2.started,practice_topleft2_2.started,practice_bottom_left1_2.started,practice_bottom_left2_2.started,practice_top_right1_2.started,practice_top_right2_2.started,practice_bottom_right1_2.started,practice_bottom_right2_2.started,practice_topright_header_2.started,practice_bottomtop_header_2.started,practice_participant_header_2.started,practice_other_header_2.started,practice_avatar_trial_2.started,practice_bottombottom_header_2.started,practice_topleft_header_2.started,practice_example_text_2.started,practice_trial_intro2_cont.started,practice_trial_intro2_mouse.started,practice_top_left_4.started,practice_top_right_4.started,practice_bottom_left_4.started,practice_bottom_right_4.started,practice_top_left1_4.started,practice_topleft2_4.started,practice_bottom_left1_4.started,practice_bottom_left2_4.started,practice_top_right1_4.started,practice_top_right2_4.started,practice_bottom_right1_4.started,practice_bottom_right2_4.started,practice_topright_header_4.started,practice_bottomtop_header_4.started,practice_participant_header_4.started,practice_other_header_4.started,practice_avatar_trial_4.started,practice_bottombottom_header_4.started,practice_topleft_header_4.started,practice_example_text_4.started,practice_trial_intro1_cont_2.started,practice_trial_intro1_mouse_2.started,practice_top_left_5.started,practice_top_right_5.started,practice_bottom_left_5.started,practice_bottom_right_5.started,practice_top_left1_5.started,practice_topleft2_5.started,practice_bottom_left1_5.started,practice_bottom_left2_5.started,practice_top_right1_5.started,practice_top_right2_5.started,practice_bottom_right1_5.started,practice_bottom_right2_5.started,practice_topright_header_5.started,practice_bottomtop_header_5.started,practice_participant_header_5.started,practice_other_header_5.started,practice_avatar_trial_5.started,practice_bottombottom_header_5.started,practice_topleft_header_5.started,practice_example_text_5.started,practice_trial_intro1_cont_3.started,practice_trial_intro1_mouse_3.started,practice_top_left_6.started,practice_top_right_6.started,practice_bottom_left_6.started,practice_bottom_right_6.started,practice_top_left1_6.started,practice_topleft2_6.started,practice_bottom_left1_6.started,practice_bottom_left2_6.started,practice_top_right1_6.started,practice_top_right2_6.started,practice_bottom_right1_6.started,practice_bottom_right2_6.started,practice_topright_header_6.started,practice_bottomtop_header_6.started,practice_participant_header_6.started,practice_other_header_6.started,practice_avatar_trial_6.started,practice_bottombottom_header_6.started,practice_topleft_header_6.started,practice_example_text_6.started,practice_trial_intro1_cont_4.started,practice_trial_intro1_mouse_4.started,practice_top_left_7.started,practice_top_right_7.started,practice_bottom_left_7.started,practice_bottom_right_7.started,practice_top_left1_7.started,practice_topleft2_7.started,practice_bottom_left1_7.started,practice_bottom_left2_7.started,practice_top_right1_7.started,practice_top_right2_7.started,practice_bottom_right1_7.started,practice_bottom_right2_7.started,practice_topright_header_7.started,practice_bottomtop_header_7.started,practice_participant_header_7.started,practice_other_header_7.started,practice_avatar_trial_7.started,practice_bottombottom_header_7.started,practice_topleft_header_7.started,practice_example_text_7.started,practice_trial_intro1_cont_5.started,practice_trial_intro1_mouse_5.started,practice_top_left_8.started,practice_top_right_8.started,practice_bottom_left_8.started,practice_bottom_right_8.started,practice_top_left1_8.started,practice_topleft2_8.started,practice_bottom_left1_8.started,practice_bottom_left2_8.started,practice_top_right1_8.started,practice_top_right2_8.started,practice_bottom_right1_8.started,practice_bottom_right2_8.started,practice_topright_header_8.started,practice_bottomtop_header_8.started,practice_participant_header_8.started,practice_other_header_8.started,practice_avatar_trial_8.started,practice_bottombottom_header_8.started,practice_topleft_header_8.started,practice_example_text_8.started,practice_trial_intro1_cont_6.started,practice_trial_intro1_mouse_6.started,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,B,0.08645833333333333,-0.7870370370370371,1,0,0,continue_intro_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-02_01h12.06.245,PD,2022.2.4,60.093517516483935,
,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-02_01h12.06.245,PD,2022.2.4,60.093517516483935,
,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-02_01h12.06.245,PD,2022.2.4,60.093517516483935,
,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-02_01h12.06.245,PD,2022.2.4,60.093517516483935,
,,,,,,,,,,,,,,,,,,,,,,0.025,-0.7777777777777778,1,0,0,continue_name_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-02_01h12.06.245,PD,2022.2.4,60.093517516483935,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,avatar5,-0.005208333333333333,-0.5555555555555556,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-02_01h12.06.245,PD,2022.2.4,60.093517516483935,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-02_01h12.06.245,PD,2022.2.4,60.093517516483935,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-02_01h12.06.245,PD,2022.2.4,60.093517516483935,
1,1,0,1.5,1.5,0,0.5,0.5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,20.851345299975947,20.851345299975947,20.851345299975947,20.851345299975947,20.851345299975947,20.851345299975947,20.851345299975947,20.851345299975947,20.851345299975947,20.851345299975947,20.851345299975947,20.851345299975947,20.851345299975947,20.851345299975947,20.851345299975947,20.851345299975947,20.851345299975947,20.851345299975947,20.851345299975947,20.851345299975947,20.851345299975947,0.1350160000147298,24.093393700080924,24.093393700080924,24.093393700080924,24.093393700080924,24.093393700080924,24.093393700080924,24.093393700080924,24.093393700080924,24.093393700080924,24.093393700080924,24.093393700080924,24.093393700080924,24.093393700080924,24.093393700080924,24.093393700080924,24.093393700080924,24.093393700080924,24.093393700080924,24.093393700080924,24.093393700080924,24.093393700080924,0.06921079999301583,24.642801300040446,24.642801300040446,24.642801300040446,24.642801300040446,24.642801300040446,24.642801300040446,24.642801300040446,24.642801300040446,24.642801300040446,24.642801300040446,24.642801300040446,24.642801300040446,24.642801300040446,24.642801300040446,24.642801300040446,24.642801300040446,24.642801300040446,24.642801300040446,24.642801300040446,24.642801300040446,24.642801300040446,0.052606599987484515,25.300797800067812,25.300797800067812,25.300797800067812,25.300797800067812,25.300797800067812,25.300797800067812,25.300797800067812,25.300797800067812,25.300797800067812,25.300797800067812,25.300797800067812,25.300797800067812,25.300797800067812,25.300797800067812,25.300797800067812,25.300797800067812,25.300797800067812,25.300797800067812,25.300797800067812,25.300797800067812,25.300797800067812,0.05435289989691228,25.87477370002307,25.87477370002307,25.87477370002307,25.87477370002307,25.87477370002307,25.87477370002307,25.87477370002307,25.87477370002307,25.87477370002307,25.87477370002307,25.87477370002307,25.87477370002307,25.87477370002307,25.87477370002307,25.87477370002307,25.87477370002307,25.87477370002307,25.87477370002307,25.87477370002307,25.87477370002307,25.87477370002307,0.0521256000502035,26.534586200024933,26.534586200024933,26.534586200024933,26.534586200024933,26.534586200024933,26.534586200024933,26.534586200024933,26.534586200024933,26.534586200024933,26.534586200024933,26.534586200024933,26.534586200024933,26.534586200024933,26.534586200024933,26.534586200024933,26.534586200024933,26.534586200024933,26.534586200024933,26.534586200024933,26.534586200024933,26.534586200024933,0.05413589999079704,27.09727110003587,27.09727110003587,27.09727110003587,27.09727110003587,27.09727110003587,27.09727110003587,27.09727110003587,27.09727110003587,27.09727110003587,27.09727110003587,27.09727110003587,27.09727110003587,27.09727110003587,27.09727110003587,27.09727110003587,27.09727110003587,27.09727110003587,27.09727110003587,27.09727110003587,27.09727110003587,27.09727110003587,0.05126130010467023,,2022-10-02_01h12.06.245,PD,2022.2.4,60.093517516483935,
None,None,None,None,None,None,None,None,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,27.919226599973626,27.919226599973626,27.919226599973626,27.919226599973626,27.919226599973626,27.919226599973626,27.919226599973626,27.919226599973626,27.919226599973626,27.919226599973626,27.919226599973626,27.919226599973626,27.919226599973626,27.919226599973626,27.919226599973626,27.919226599973626,27.919226599973626,27.919226599973626,27.919226599973626,27.919226599973626,27.919226599973626,0.05956039996817708,30.759960900060833,30.759960900060833,30.759960900060833,30.759960900060833,30.759960900060833,30.759960900060833,30.759960900060833,30.759960900060833,30.759960900060833,30.759960900060833,30.759960900060833,30.759960900060833,30.759960900060833,30.759960900060833,30.759960900060833,30.759960900060833,30.759960900060833,30.759960900060833,30.759960900060833,30.759960900060833,30.759960900060833,0.06829880003351718,31.242540000006557,31.242540000006557,31.242540000006557,31.242540000006557,31.242540000006557,31.242540000006557,31.242540000006557,31.242540000006557,31.242540000006557,31.242540000006557,31.242540000006557,31.242540000006557,31.242540000006557,31.242540000006557,31.242540000006557,31.242540000006557,31.242540000006557,31.242540000006557,31.242540000006557,31.242540000006557,31.242540000006557,0.05609949992503971,31.684434300055727,31.684434300055727,31.684434300055727,31.684434300055727,31.684434300055727,31.684434300055727,31.684434300055727,31.684434300055727,31.684434300055727,31.684434300055727,31.684434300055727,31.684434300055727,31.684434300055727,31.684434300055727,31.684434300055727,31.684434300055727,31.684434300055727,31.684434300055727,31.684434300055727,31.684434300055727,31.684434300055727,0.06904479989316314,32.037845400045626,32.037845400045626,32.037845400045626,32.037845400045626,32.037845400045626,32.037845400045626,32.037845400045626,32.037845400045626,32.037845400045626,32.037845400045626,32.037845400045626,32.037845400045626,32.037845400045626,32.037845400045626,32.037845400045626,32.037845400045626,32.037845400045626,32.037845400045626,32.037845400045626,32.037845400045626,32.037845400045626,0.05472779995761812,32.36794520006515,32.36794520006515,32.36794520006515,32.36794520006515,32.36794520006515,32.36794520006515,32.36794520006515,32.36794520006515,32.36794520006515,32.36794520006515,32.36794520006515,32.36794520006515,32.36794520006515,32.36794520006515,32.36794520006515,32.36794520006515,32.36794520006515,32.36794520006515,32.36794520006515,32.36794520006515,32.36794520006515,0.06102739996276796,32.66091440001037,32.66091440001037,32.66091440001037,32.66091440001037,32.66091440001037,32.66091440001037,32.66091440001037,32.66091440001037,32.66091440001037,32.66091440001037,32.66091440001037,32.66091440001037,32.66091440001037,32.66091440001037,32.66091440001037,32.66091440001037,32.66091440001037,32.66091440001037,32.66091440001037,32.66091440001037,32.66091440001037,0.052660100045613945,,2022-10-02_01h12.06.245,PD,2022.2.4,60.093517516483935,
